,title,industry,region
870,Procurement of 0730-224011SZ0167/01 WuXi SCC Project-Automatic sorter (Rebid)(2),Machining,广东省
871,Procurement of 0730-224011SZ0351/02 WuXi SCC Project-Laser Drilling Machine (UV+CO2) (Rebid)(2),Electronic & communications,江苏省
872,"Procurement of 0730-224011SZ0177/09 GreaTech Substrates Co., Ltd. Project-Microball planting machine (Rebid)(2)",Others,广东省
873,Procurement of 4197-214BOECD0002/80 Production Line Project of G6 LTPS/AMOLED(2),Apparatus and Meter;其他设备,四川省
874,"Procurement of 0622-234017003006 Institute of Energy,Hefei Comprehensive National Science Center(Anhui Laboratory for Energy)2.5Thz Schottky mixer custom purchase(1)",Apparatus and Meter,安徽省
875,Procurement of 2805-224171ZX0002 Bidding procurement project of ophthalmic operating microscope and non-contact wide-angle system of Dongtai People's Hospital(2),Medical equipment & medicine,江苏省
876,Procurement of 0712-224052203030/03 Sinopec Tianjin Nangang 1200KTA Ethylene Inte-grated Project(1),Apparatus and Meter,天津市
877,Procurement of 0773-2341SHHW0009 reference to Chinese(1),Apparatus and Meter,上海市
878,Procurement of 0773-2341SHHW0008 reference to Chinese(1),Medical equipment & medicine,上海市
879,Procurement of 0747-2340SCCZX310 International Competitive Bidding Procurement of Roots Blower for Sinochem Energy and Sinochem Quanzhou 100 KMTA MMA Plant(2),Machining,福建省
880,"Procurement of 0807-2340CZGJ1182 80,000t Electronic Granular Polysilicon Industry Upgrading Project Reciprocating Booster Compressor Procurement of Shaanxi Nonferrous Tianhong Ruike Silicon Materials Co., Ltd.(1)","Petroleum, chemicals ;机械加工;电子通信",陕西省
881,Procurement of 1069-234Z20230185 Procurement project of Supercentrifuge of SHANGHAI Jiao Tong University(1),Medical equipment & medicine,上海市
882,"Procurement of 0712-224062203091 Zhongke (Guangdong) Refinery & Petrochemical Co., Ltd. Pneumatic Plunger Valve Bidding Project(2)",Machining,广东省
883,Procurement of 0852-2341FS00CL03 Jihua Laboratory purchases laser inkjet droplet measurement system (based on laser Doppler measurement technology)(2),Apparatus and Meter,广东省
884,"Procurement of 2465-234010100003 ICB OF FLUIDIZED BED DRYER IN PHASE II CHLOR ALKALI INTEGRATION UNIT PROJECT 400K T/A PVC PLANT FOR TIANJIN BOHua Chemical Development Co., Ltd(1)","Petroleum, chemicals",天津市
885,Procurement of 0866-2240SXQY2010 BOLTER MINER(2),Metallurgy & minerals,陕西省
886,Procurement of 4197-214VISIONOX3/62 G6 Flexible AMOLED Production Line Project(2),Apparatus and Meter;其他设备;电子通信,安徽省
887,Procurement of 1291-224HCJLZB673 Procurement project of Energy Underground Structure Response Test System of Jilin Jianzhu University(1),Apparatus and Meter,吉林省
888,Procurement of 0677-2240J1264644 procurement project of dynamic data acquisition equipment(2),电子通信;Others,山东省
889,Procurement of 0679-224DFWHPK130 Gear hobbing machine(2),Machining,湖北省
890,Procurement of 0739-224DW005CNPE STEAM DUMP VALVES TO ATMOSPHERE WITH TSA STEAM DUMP SILENCERS FOR ZHANGZHOU NPP PROJECT UNIT 3&4(3),Machining,福建省
891,Procurement of 0679-224DFWHPK126 Cleaning machine before assembly(2),Environment protection,湖北省
892,Procurement of 0679-224DFWHPK129 Shaft gear grinding machine equipment(2),Others,湖北省
893,"Procurement of 1825-234A20222330 The confocal laser microscope procurement project of Eye, Ear, Nose and Throat Hospital Affiliated to Fudan University(1)",Apparatus and Meter,上海市
894,Procurement of 1708-22410460140B Purchase of electronic duodenoscope system and other medical equipment of Chongqing Jiangjin District Central Hospital(1),Medical equipment & medicine,重庆市
895,Procurement of 0701-224208070014/02 Procurement Project of High and Low Voltage Electrical Performance Test System for New Energy Vehicles(2),Electronic & communications,重庆市
896,Procurement of 0705-234121603113/03 Develop System(2),Others,广东省
897,Procurement of 0705-234121603113/02 Baker System(2),Electronic & communications,广东省
898,Procurement of 0705-234121603113/01 Plasma System(2),Others,广东省
899,Procurement of 0702-2140CITC2109 Beijing Daxing International Airport low-visibility integrated operation visual monitoring system project(16),Electronic & communications,北京市
900,Procurement of 3108-22400070877A/02 CYEFI for Product Development and Testing Capability Improvement Project (the fourth batch)(7),Machining,重庆市
901,Procurement of 3108-22400070877A/01 CYEFI for Product Development and Testing Capability Improvement Project (the fourth batch)(7),Machining,重庆市
902,Procurement of 3108-22400070877A/02 CYEFI for Product Development and Testing Capability Improvement Project (the fourth batch)(6),Machining,重庆市
903,Procurement of 3108-22400070877A/01 CYEFI for Product Development and Testing Capability Improvement Project (the fourth batch)(6),Machining,重庆市
904,Procurement of 3108-22400070877A/01 CYEFI for Product Development and Testing Capability Improvement Project (the fourth batch)(5),Machining,重庆市
905,Procurement of 3108-22400070877A/02 CYEFI for Product Development and Testing Capability Improvement Project (the fourth batch)(5),Machining,重庆市
906,Procurement of 3108-22400070706A CYEFI for Product Development and Testing Capability Improvement Project (the third batch)(the second time)(2),Machining,重庆市
907,Procurement of 0613-234022120207 Tri-temp ATC Handler & Auto Test Handler(2),Machining,上海市
908,Procurement of 0618-214TC210P0CE Fine Chemicals and Raw Materials Project Polypropylene Plant Extruder Package Procurement(42),Medical equipment & medicine,辽宁省
909,Procurement of 0627-224083122460 Jinan Urban Rail Transit Line 4 Phase I project signal system procurement project(1),Electronic & communications,山东省
910,Procurement of 0801-224ZJ2330040/02 SPECT/CT(1),Medical equipment & medicine,浙江省
911,Procurement of 0801-224ZJ2330040/01 Color Doppler Scanning Machine(1),Medical equipment & medicine,浙江省
912,Procurement of 0650-2240HYGJ0025 Vehicle Procurement Project of Jinan Rail Transit Line 4 Phase I Project(1),"Transport, storage service",山东省
913,Procurement of 0705-224004075031 Laser scanning confocal microscope for ECUST(1),Apparatus and Meter,上海市
914,Procurement of 0801-224ZJ2233126 DSA(2),Medical equipment & medicine,浙江省
915,Procurement of 0705-224004075030 High resolution series time of flight mass spectrometer for ECUST(1),Apparatus and Meter,上海市
916,Procurement of 0705-224004075027 Matrix assisted laser analytical mass Spectrometer for ECUST(1),Apparatus and Meter,上海市
917,Procurement of 0623-2240J1123103 Electronic endoscopy system procurement project(1),Medical equipment & medicine,湖南省
918,"Procurement of 0623-2240J1113163/01 Full HD Arthroscope, Electronic Gastroenteroscope and Other Medical Equipment Procurement Project(1)",Medical equipment & medicine,湖南省
919,Procurement of 0705-224004075026 Single crystal diffractometer for ECUST(1),Apparatus and Meter,上海市
920,Procurement of 0623-2240J1113163/02 High definition electronic gastroenteroscope system equipment procurement project(1),Medical equipment & medicine,湖南省
921,"Procurement of 0834-2341SH23A025 Laser cue interferometer, School of Mechanical and Power Engineering, Shanghai Jiao Tong University(1)",Apparatus and Meter,上海市
922,Procurement of 0739-234C0007CNPE Gas Stripping Units Equipment for Sanmen Nulear Power Plant Unit 5&6 Jindian Nulear Power Plant Unit 1&2 or FOR Jiangsu Lvneng NPP Project(1),Others,浙江省
923,Procurement of 0705-224002028261 Single cell sequencing and database building system procurement(1),Apparatus and Meter,上海市
924,Procurement of 0705-224002028167 Purchase of 220G frequency analyzer spread spectrum upgrade(2),Apparatus and Meter,上海市
925,Procurement of 0705-224002028259 Procurement of hard tissue cutting and grinding system(1),Medical equipment & medicine,上海市
926,Procurement of 0705-224002028260 Laser confocal microscope procurement(1),Apparatus and Meter,上海市
927,Procurement of 0705-224002028258 Procurement of full column imaging capillary isoelectric focusing dual function analysis system(1),Apparatus and Meter,上海市
928,Procurement of 0705-224002028248 Procurement of high throughput real-time fluorescence detection and analysis system(1),Apparatus and Meter,上海市
929,Procurement of 0705-224002028249 Purchase of confocal Raman spectrometer(1),Apparatus and Meter,上海市
930,Procurement of 0705-224002028204 Procurement of electron paramagnetic resonance spectrometer(2),Apparatus and Meter,上海市
931,Procurement of 0705-224002028155 Procurement of time of flight aerosol chemical composition analyzer(2),Apparatus and Meter,上海市
932,Procurement of 0705-224002028164 Procurement of super resolution single molecule optical tweezers microfluidic system(1),Apparatus and Meter;电子通信,上海市
933,Procurement of 0705-224002028243 Procurement of fully automatic isothermal titration microcaloric system(1),Apparatus and Meter,上海市
934,Procurement of 0705-224002028228 Procurement of full-automatic single cell functional proteomics analyzer(1),Apparatus and Meter,上海市
935,Procurement of 0705-224002028080 Procurement of Raman fluorescence spectrometer(2),Apparatus and Meter,上海市
936,Procurement of 0705-224002028226 Procurement of electrophysiological signal acquisition system for laboratory animals(1),Apparatus and Meter,上海市
937,Procurement of 0705-224002028225 Brain slice electrophysiological system procurement(1),Apparatus and Meter,上海市
938,Procurement of 0705-224002028229 Procurement of whole brain connectivity group mesoscopic orthogonal imaging system(1),Apparatus and Meter,上海市
939,Procurement of 0705-224002028163 Procurement of ultra-high resolution proteome measurement and analysis system(1),Apparatus and Meter,上海市
940,Procurement of 0705-224002028223 Microinjection and imaging system procurement(1),Apparatus and Meter,上海市
941,Procurement of 0705-224002028222 Procurement of holographic full-automatic live cell fluorescence microscopic imaging system(1),Apparatus and Meter,上海市
942,Procurement of 0705-224002028221 Procurement of two-photon microscope and software upgrading(1),Others,上海市
943,Procurement of 0705-224002028209 Procurement of micro area electrochemical scanning probe microscope(1),Apparatus and Meter,上海市
944,Procurement of 0705-224002028207 Procurement of intelligent sensing system for small animal physiological signals(1),Apparatus and Meter,上海市
945,Procurement of 0705-224002028205 Liquid phase atomic force microscope procurement(1),Apparatus and Meter,上海市
946,Procurement of 0705-224002028206 Procurement of high-throughput cell phenotype analysis system(1),Apparatus and Meter,上海市
947,Procurement of 0705-224002028203 Procurement of biomolecular interaction analyzer(1),Apparatus and Meter,上海市
948,Procurement of 0705-224002028211 Procurement of dark field micro spectral imaging system(1),Apparatus and Meter,上海市
949,Procurement of 0705-224002028208 Procurement of aqueous GPC and its light scattering and viscosity detectors(1),Metallurgy & minerals,上海市
950,Procurement of 0705-224002028202 Procurement of upgrading module of rotary table confocal microscope(1),Apparatus and Meter,上海市
951,Procurement of 0705-224002028165 Brillouin light scattering system procurement(1),Apparatus and Meter,上海市
952,Procurement of 0705-224002028156 Purchase of flow cytometer(1),Apparatus and Meter,上海市
953,Procurement of 0705-224002028154 (Room temperature) Procurement of atomic force multi-function scanning probe system(1),Machining,上海市
954,Procurement of 0730-224011SZ0354/01 NanTong SCC Project -High-power pass-through testing machine (Rebid)(2),Apparatus and Meter,江苏省
955,Procurement of 0705-224002028108 Procurement of high resolution crystal diffractometer(2),Apparatus and Meter,上海市
956,Procurement of 0705-224002028107 Procurement of cell energy metabolism analyzer(2),Apparatus and Meter,上海市
957,Procurement of 0705-224002028103 Procurement of environmental exposure omics targeted mass spectrometry analysis system(2),Apparatus and Meter,上海市
958,"Procurement of 0705-224002028124 Multi channel fully automatic focusing, double detection and multi label micro hole detection imaging system(1)",Apparatus and Meter,上海市
959,Procurement of 0705-224002028099 Purchase of ultrahigh speed refrigerated centrifuge(2),Apparatus and Meter,上海市
960,Procurement of 0705-224002028097 Procurement of 3D surface imaging system(2),Apparatus and Meter,上海市
961,Procurement of 0705-224002028098 Procurement of multi-functional large area laser imager(2),Apparatus and Meter,上海市
962,Procurement of 0705-224002028085 Procurement of 256 channel programmable ultrasonic guided wave detection system(2),Apparatus and Meter,上海市
963,Procurement of 0705-224002028084 Procurement of drug solubility and permeability tester(2),Apparatus and Meter,上海市
964,Procurement of 0705-224002028083 Procurement of cell energy metabolism analysis system(2),Apparatus and Meter,上海市
965,Procurement of 1548-224GJ2200020 The first affiliated hospital of Shaoyang University linear accelerator and radiotherapy planning system procurement project (the second time)(2),Medical equipment & medicine,湖南省
966,Procurement of 0625-234023006004 Atmospheric sintering furnace(2),Machining,浙江省
967,Procurement of 0854-234HNWXZB005 ICB Procurement of Medical Equipment(2),Medical equipment & medicine,河南省
968,Procurement of 0854-234HNWXZB004 ICB Procurement of Medical Equipment(2),Medical equipment & medicine,河南省
969,Procurement of 0854-234HNWXZB003 ICB Procurement of Medical Equipment(2),Medical equipment & medicine,河南省
970,"Procurement of 0712-234032301007 Shanghai Secco 420,000 tons/year polystyrene plant renovation and expansion project(1)","Petroleum, chemicals",上海市
971,Procurement of 0705-234005012091 Bid for Laser Calorimetry Weak Absorption Tester Procurement Project for Tongji University(2),Apparatus and Meter,上海市
972,"Procurement of 0712-234022301004 Agitators for Sinopec Yizheng Chemical Fibre Co.,Ltd(1)","Petroleum, chemicals",江苏省
973,Procurement of 0716-2150LZ200006/01 Gansu No.3 People's Hospital Medical and Elderly Care Demonstration Project Financed by KfW Loan(1),Others,甘肃省
974,Procurement of 0712-224042203075 Zhenhai Refining polyolefin process liquid chromatograph(1),Apparatus and Meter,浙江省
975,Procurement of 0712-224042203074 SNEC general contract Zhenhai Base Phase II project water quality analyzer(1),Apparatus and Meter,浙江省
976,Procurement of 1040-234HBGH02001 Jingzhou Airport level 7 fire-fighting equipment procurement project(secondary)(2),"Transport, storage service",湖北省
977,Procurement of 0664-2240SUMECF97/03 Deck machinery of 2 6000 HP full slewing tugs(2),Others ;物流运输,江苏省
978,Procurement of 0664-2240SUMECF97/02 Rudder propeller propulsion system of 2 6000 HP full slewing tugs(2),Others,江苏省
979,Procurement of 0664-2240SUMECF97/01 Main diesel engine of 2 6000 HP full slewing tugs(2),机械加工;Others,江苏省
980,Procurement of 0664-2240SUMEC779 Selective wave soldering equipment(2),Machining,江苏省
981,Procurement of 0664-2240SUMEC784 KCN31 welding plant robot welding clamp equipment(2),Others,江苏省
982,Procurement of 0664-2240SUMECF83/03 CNC Jig borer and installation services(2),Machining,重庆市
983,Procurement of 0811-234DSITC0080 Small animal ultrasound(1),Apparatus and Meter,上海市
984,Procurement of 1289-224022ZB1334 Yandong Stock automatic electrostatic adsorption equipment purchase(2),Others,北京市
985,Procurement of 0736-234020230024 C206 Project-New Brake Pedal Force Testing Equipment(1),Apparatus and Meter,吉林省
986,Procurement of 0736-234020230023 E001 Project-New Brake Pedal Force Testing Equipment(1),Apparatus and Meter,吉林省
987,Procurement of 1289-224022ZB1331 Yandong Stock automatic wafer vacuum bonding machine equipment purchase(2),Others,北京市
988,Procurement of 1289-224022ZB1330 Yandong Stock UV unbonding machine equipment purchase(2),Apparatus and Meter,北京市
989,Procurement of 0866-2240SXQY2019 Procurement of HT and UHT(1),Machining,江苏省
990,Procurement of 1289-224022ZB1315 Yandong Technology transmission line pulse tester equipment purchase(2),Apparatus and Meter,北京市
991,Procurement of 1289-224022ZB1314 Yandong Technology reliability testing equipment procurement(2),Apparatus and Meter,北京市
992,Procurement of 0866-2340SXQY2003 Shearer(1),Metallurgy & minerals,陕西省
993,Procurement of 1289-224022ZB1299 Yandong Technology low-light microscope equipment purchase(2),Others,北京市
994,Procurement of 1289-224022ZB1333 Yandong Stock automatic wafer vacuum laminator equipment purchase(2),Others,北京市
995,Procurement of 0675-234JOC103029/05 Pressure sterilizer(1),Medical equipment & medicine,江苏省
996,Procurement of 0664-2240SUMECF83/01 Milling Machine High speed graphite(2),Machining,重庆市
997,"Procurement of 0818-224ZBT202358 Shenyang Turbine Machinery Co., Ltd. Large-Scale Turbine Compressor Core Component Key Technology Research and Application Project - Procurement of Vertical Overspeed Testing Apparatus(2)",Machining,辽宁省
998,"Procurement of 0760-2342JG011901 China United Test & Certification Co.,LTD hydraulic servo low cycle fatigue testing machine procurement(1)",Apparatus and Meter,重庆市
999,Procurement of 0613-234024160167 Core thermal runaway and gas acquisition equipment(2),Others,上海市
