,title,reference_no,tender_id
96,[De-silting of Gokalpur drain from DJB pump house to E-184 2nd pusta usmanpur in ward no. 47-E/229 Brahampur-De-silting of Gokalpur drain from DJB pump house to E-184 2nd pusta usmanpur in ward no. 47-E/229 Brahampuri in AC-66 under the juridiction of],De-silting of Gokalpur drain from DJB pump house to E-184 2nd pusta usmanpur in ward no. 47-E/229 Brahampur-De-silting of Gokalpur drain from DJB pump house to E-184 2nd pusta usmanpur in ward no. 47-E/229 Brahampuri in AC-66 under the juridiction of] [EE M II Shah N 2022-23-10-03,2023_MCD_143987_1
97,[Construction of New 2Lane with Paved Shoulder from Shalaghat to Dareota Vill of NH-205 (Design Chainage km 27.500 to km 33.175 Design Length 5.675 km) including twin tube tunnel Pkg-IIA in Himachal Pradesh under NH(O) on HAM],Construction of New 2Lane with Paved Shoulder from Shalaghat to Dareota Vill of NH-205 (Design Chainage km 27.500 to km 33.175 Design Length 5.675 km) including twin tube tunnel Pkg-IIA in Himachal Pradesh under NH(O) on HAM] [NHAI/Shimla-Mataur/ Pkg-IIA/HAM,2023_NHAI_144071_1
98,[De-silting of Gokalpur drain from E-184 to D-1 Shiv Mandir 3rd Pusta in ward no. 47-E/229 Brahampuri-De-silting of Gokalpur drain from DJB pump house to E-184 2nd pusta usmanpur in ward no. 47-E229 Brahampuri in AC-66 under the juridiction of EE (M-I],De-silting of Gokalpur drain from E-184 to D-1 Shiv Mandir 3rd Pusta in ward no. 47-E/229 Brahampuri-De-silting of Gokalpur drain from DJB pump house to E-184 2nd pusta usmanpur in ward no. 47-E229 Brahampuri in AC-66 under the juridiction of EE (M-I] [EE M II Shah N 2022-23-10-02,2023_MCD_143986_1
99,[De-silting of Gokalpur drain from D-1 Shiv Mandir to Lal Mandir 4th pusta in ward no. 47-E/229 Brahampuri-De-silting of Gokalpur drain from D-1 Shiv Mandir to Lal Mandir 4th pusta in ward no. 47-E/229 Brahampuri in AC-66 under the juridiction of EE (],De-silting of Gokalpur drain from D-1 Shiv Mandir to Lal Mandir 4th pusta in ward no. 47-E/229 Brahampuri-De-silting of Gokalpur drain from D-1 Shiv Mandir to Lal Mandir 4th pusta in ward no. 47-E/229 Brahampuri in AC-66 under the juridiction of EE (] [EE M II Shah N 2022-23-10-01,2023_MCD_143985_1
100,[Engagement of user fee collection agency on the basis of Competitive Bidding Hingonia Fee Plaza at km 3.077 for Jaipur Ring Road between Agra Road and Ajmer Road Section of NH-148C to two Lane section in the State of Rajasthan],Engagement of user fee collection agency on the basis of Competitive Bidding Hingonia Fee Plaza at km 3.077 for Jaipur Ring Road between Agra Road and Ajmer Road Section of NH-148C to two Lane section in the State of Rajasthan] [NHAI/13013/547/CO/ 22-23/CB/Hingonia,2023_NHAI_144075_1
101,"[Desilting ward 232-Desilting of covered drains in Two phases upto 15.1.2024 drain from Main market Bhajanpura gali no. 14 to Wazirabad road RHS , from B-1 Block Yamuna Vihar to B-3 Block Yamuna Vihar , from B-4 Block Dividing road to S.S. School Yamu]","Desilting ward 232-Desilting of covered drains in Two phases upto 15.1.2024 drain from Main market Bhajanpura gali no. 14 to Wazirabad road RHS , from B-1 Block Yamuna Vihar to B-3 Block Yamuna Vihar , from B-4 Block Dividing road to S.S. School Yamu] [EE M II Shah N 2022-23-10-07",2023_MCD_143993_1
102,"[Engaging Backhoe loader, Hydraulic Tractor Trolley and Tipper Trucks for desilting/removal of silt from drains in ward no. 46-E/231 Ghonda-Engaging Backhoe loader, Hydraulic Tractor Trolley and Tipper Trucks for desilting/removal of silt from drains ]","Engaging Backhoe loader, Hydraulic Tractor Trolley and Tipper Trucks for desilting/removal of silt from drains in ward no. 46-E/231 Ghonda-Engaging Backhoe loader, Hydraulic Tractor Trolley and Tipper Trucks for desilting/removal of silt from drains ] [EE M II Shah N 2022-23-10-08",2023_MCD_143994_1
103,"[De-silting of drains in the area of ward no. 57 E/242 Dayalpur (East Karawal Nagar) drains-Brijpuri road from gali no. 1 to Shiv Vihar Tiraha Babboo nagar LHS, Industrial area Nalla from Karawal nagar road to upto Mukhya market one side., Karawal nag]","De-silting of drains in the area of ward no. 57 E/242 Dayalpur (East Karawal Nagar) drains-Brijpuri road from gali no. 1 to Shiv Vihar Tiraha Babboo nagar LHS, Industrial area Nalla from Karawal nagar road to upto Mukhya market one side., Karawal nag] [EE M II Shah N 2022-23-10-09",2023_MCD_143995_1
104,"[De-silting of drains in the area of ward no. 58-E/243 Mustafabad-De-silting of drains 1. Brijpuri road from escape drain, 2. Brijpuri road from escape drain to Gali no. 1 Mustafabad, (By JCB) 3. 33 feet road from Brijpuri road to 25feet road L.H.S an]","De-silting of drains in the area of ward no. 58-E/243 Mustafabad-De-silting of drains 1. Brijpuri road from escape drain, 2. Brijpuri road from escape drain to Gali no. 1 Mustafabad, (By JCB) 3. 33 feet road from Brijpuri road to 25feet road L.H.S an] [EE M II Shah N 2022-23-10-10",2023_MCD_143996_1
105,[EE-MS-II/SZ/TC/2022-23/36-02 ],EE-MS-II/SZ/TC/2022-23/36-02 ] [EE-MS-II/SZ/TC/2022-23/36,2023_MCD_144063_2
106,"[Tender for rate contract for the period of 02 (Two) years for Civil Works for Operation and Maintenance for MNGL, Nashik GA.]","Tender for rate contract for the period of 02 (Two) years for Civil Works for Operation and Maintenance for MNGL, Nashik GA.] [MNGL/CP/2022-23/192",2023_MNGL_144078_1
107,[Desilting/removal of silt from drains falls in ward No 217 under the jurisdiction of EE(M-I) Shah.N.Zone-Nalla in Old Seemapuri G block to Pump house],Desilting/removal of silt from drains falls in ward No 217 under the jurisdiction of EE(M-I) Shah.N.Zone-Nalla in Old Seemapuri G block to Pump house] [EE-M-I/SHN/Acct/TC/2022-23/10,2023_MCD_142113_10
108,[EE-MS-II/SZ/TC/2022-23/36-01],EE-MS-II/SZ/TC/2022-23/36-01] [EE-MS-II/SZ/TC/2022-23/36,2023_MCD_144063_1
109,[Paste Fill Pilot Plant],Paste Fill Pilot Plant] [CIMFR/PUR-09(15)2021,2023_CSIR_143975_1
110,[Provision of fountain water cooler at Coimbatore International Airport],Provision of fountain water cooler at Coimbatore International Airport] [AAI/CBE/E-E/WATER FOUNTAIN/22-23,2023_AAI_144028_1
111,"[De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. D-129, Gali no. 10 Gamri extn. to C-44/245 Pappad wali pulia-De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. D-129, Gali no. 10 Gamri extn. to C-4]","De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. D-129, Gali no. 10 Gamri extn. to C-44/245 Pappad wali pulia-De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. D-129, Gali no. 10 Gamri extn. to C-4] [EE M II Shah N 2022-23-10-06",2023_MCD_143992_1
112,[Desilting/removal of silt from drains falls in ward No 218 under the jurisdiction of EE(M-I) Shah.N.Zone-1.Nalla along Murga Mkt. in G AND H block Sunder Nagari from mandir to Upto pumphouse including sump well 2.Nalla in L Block Sunder Nagari from ],Desilting/removal of silt from drains falls in ward No 218 under the jurisdiction of EE(M-I) Shah.N.Zone-1.Nalla along Murga Mkt. in G AND H block Sunder Nagari from mandir to Upto pumphouse including sump well 2.Nalla in L Block Sunder Nagari from ] [EE-M-I/SHN/Acct/TC/2022-23/10,2023_MCD_142113_11
113,[Engagement of user fee collection agency on the basis of Competitive Bidding Sitarampura Fee Plaza at km 30.520 for Jaipur Ring Road between Agra Road and Ajmer Road Section to two Lane section in the State of Rajasthan],Engagement of user fee collection agency on the basis of Competitive Bidding Sitarampura Fee Plaza at km 30.520 for Jaipur Ring Road between Agra Road and Ajmer Road Section to two Lane section in the State of Rajasthan] [NHAI/13013/547/CO/ 22-23/CB/Sitarampura,2023_NHAI_144074_1
114,"[De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. B-51/3 and 4, Gali no. 4 Bhajanpura to D-116, Gali no. 9 Gamri extn.-De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. B-51/3 and 4, Gali no. 4 Bhaj]","De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. B-51/3 and 4, Gali no. 4 Bhajanpura to D-116, Gali no. 9 Gamri extn.-De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. B-51/3 and 4, Gali no. 4 Bhaj] [EE M II Shah N 2022-23-10-05",2023_MCD_143990_1
115,[De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. A/103 Niwar factory to 4th pusta Lal Mandir A-100/223 in AC-66 under the juridiction of EE (M-II) Shah.N. Zone],De-silting of drain in the area of ward no. 44-E/230 Bhajanpura from H. No. A/103 Niwar factory to 4th pusta Lal Mandir A-100/223 in AC-66 under the juridiction of EE (M-II) Shah.N. Zone] [EE M II Shah N 2022-23-10-04,2023_MCD_143989_1
116,[Desilting/removal of silt from drains falls in ward No 219/35-E under the jurisdiction of EE(M-I) Shah.N.Zone-(1) Desilting of nalla from SSBL drain Jalli Kheda Vill. To SDN Hopt. Road in W.No. 241. (2)Nallah along DDA park from MCD sotre to Q-Pkt. D],Desilting/removal of silt from drains falls in ward No 219/35-E under the jurisdiction of EE(M-I) Shah.N.Zone-(1) Desilting of nalla from SSBL drain Jalli Kheda Vill. To SDN Hopt. Road in W.No. 241. (2)Nallah along DDA park from MCD sotre to Q-Pkt. D] [EE-M-I/SHN/Acct/TC/2022-23/10,2023_MCD_142113_15
117,[Desilting/removal of silt from drains falls in ward No. 238/54E under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of Nalla from Shamshan Ghat to Saboli goan bada kuan (Rathore Cement Store) upto Phane Khan More 2. Desilting of Nalla along ra],Desilting/removal of silt from drains falls in ward No. 238/54E under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of Nalla from Shamshan Ghat to Saboli goan bada kuan (Rathore Cement Store) upto Phane Khan More 2. Desilting of Nalla along ra] [EE-M-I/SHN/Acct/TC/2022-23/10,2023_MCD_142113_13
118,[Desilting/removal of silt from drains falls in ward No 240/52-E under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of nallah in Bhagirathi Vihar from Brijpuri culvert to Drain No.1 in W.No.261 Shah.North Zone. 2. Desilting of nallah in Ambedk],Desilting/removal of silt from drains falls in ward No 240/52-E under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of nallah in Bhagirathi Vihar from Brijpuri culvert to Drain No.1 in W.No.261 Shah.North Zone. 2. Desilting of nallah in Ambedk] [EE-M-I/SHN/Acct/TC/2022-23/10,2023_MCD_142113_16
119,[Desilting/removal of silt from drains falls in ward No. 239/53E Gokalpuri under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of drain along community center road to B-Block dhalao Gokalpuri. 2. Desilting of drain from vishnu medical store c b],Desilting/removal of silt from drains falls in ward No. 239/53E Gokalpuri under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of drain along community center road to B-Block dhalao Gokalpuri. 2. Desilting of drain from vishnu medical store c b] [EE-M-I/SHN/Acct/TC/2022-23/10,2023_MCD_142113_14
120,[Desilting/removal of silt from drains falls in ward No 219/35-E under the jurisdiction of EE(M-I) Shah.N.Zone-(1) Desilting of nalla from SSBL drain Jalli Kheda Vill. To SDN Hopt. Road in W.No. 241. (2)Nallah along DDA park from MCD sotre to Q-Pkt. D],Desilting/removal of silt from drains falls in ward No 219/35-E under the jurisdiction of EE(M-I) Shah.N.Zone-(1) Desilting of nalla from SSBL drain Jalli Kheda Vill. To SDN Hopt. Road in W.No. 241. (2)Nallah along DDA park from MCD sotre to Q-Pkt. D] [EE-M-I/SHN/Acct/TC/2022-23/10,2023_MCD_142113_15
121,[Desilting/removal of silt from drains falls in ward No. 238/54E under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of Nalla from Shamshan Ghat to Saboli goan bada kuan (Rathore Cement Store) upto Phane Khan More 2. Desilting of Nalla along ra],Desilting/removal of silt from drains falls in ward No. 238/54E under the jurisdiction of EE(M-I) Shah.N.Zone-1. Desilting of Nalla from Shamshan Ghat to Saboli goan bada kuan (Rathore Cement Store) upto Phane Khan More 2. Desilting of Nalla along ra] [EE-M-I/SHN/Acct/TC/2022-23/10,2023_MCD_142113_13
122,[Desilting/removal of silt from drains falls in ward No 220/32-E under the jurisdiction of EE(M-I) Shah.N.Zone1.Internal nallas in D- block Nand Nagari from D-1/275 to D-1/231 2.Nalla both side E block pump house nalla in Nand Nagari from E-4/160 to p],Desilting/removal of silt from drains falls in ward No 220/32-E under the jurisdiction of EE(M-I) Shah.N.Zone1.Internal nallas in D- block Nand Nagari from D-1/275 to D-1/231 2.Nalla both side E block pump house nalla in Nand Nagari from E-4/160 to p] [EE-M-I/SHN/Acct/TC/2022-23/10,2023_MCD_142113_18
123,[Construction of STRR (West side) NH948A Bagganadoddi (Anekal Taluk) to S. Mudugadapalli (Hosur Taluk) from km 120.980 to km 144.420/144.170 (Design) Pkg3 in Karnataka-Tamil Nadu on HAM under Bharatmala Pariyojana (Pkg-3)],Construction of STRR (West side) NH948A Bagganadoddi (Anekal Taluk) to S. Mudugadapalli (Hosur Taluk) from km 120.980 to km 144.420/144.170 (Design) Pkg3 in Karnataka-Tamil Nadu on HAM under Bharatmala Pariyojana (Pkg-3)] [NHAI/KNT/STRR/2022/ Ph-II/Pkg-3/182998,2023_NHAI_144064_1
124,"[Licence for Operating Spa and Wellness centre at Domestic SHA, New Integrated Terminal Building, Goa International Airport, Dabolim.]","Licence for Operating Spa and Wellness centre at Domestic SHA, New Integrated Terminal Building, Goa International Airport, Dabolim.] [AAI/COMML/GOA/SPA/2023",2023_AAI_143571_1
125,"[EOI for Selection of Consortium Partner for Appointment of Advanced Metering Infrastructure (AMI) Service Provider for Smart Prepaid Metering in Garhwal Region of Uttarakhand State, India on DBFOOT basis under RDSS]","EOI for Selection of Consortium Partner for Appointment of Advanced Metering Infrastructure (AMI) Service Provider for Smart Prepaid Metering in Garhwal Region of Uttarakhand State, India on DBFOOT basis under RDSS] [TCIL/IT IV/AMISP/Garhwal/1/2023",2023_TCIL_144054_1
126,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Nandahandi in the District of Nabarangpur Odisha ],Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Nandahandi in the District of Nabarangpur Odisha ] [NPCC/SEZ/AC/CHC/NAB-NAD/224,2023_NPCC_142555_2
127,[Tender for Outsourcing of Maintenance and Provisioning of Landline and Broadband for External plant of Copper Network of cluster GJMSN001 of Mehsana OA under Mehsana BA of Gujarat circle.],Tender for Outsourcing of Maintenance and Provisioning of Landline and Broadband for External plant of Copper Network of cluster GJMSN001 of Mehsana OA under Mehsana BA of Gujarat circle.] [MM/TENDER/MEH/2022-23/05 Dated 03.02.2023,2023_BSNL_144057_1
128,"[Strengthening of road by providing dense carpeting and side berms by cement concrete from H.No. R-644 to R-627,R-627 to R-581, R-583 to R-566,R-566 to R-569,R-604 to R-683 and R-721 to R-815 of New Rajender Nagar in Ward No. C-103 N in Karol Bagh ]","Strengthening of road by providing dense carpeting and side berms by cement concrete from H.No. R-644 to R-627,R-627 to R-581, R-583 to R-566,R-566 to R-569,R-604 to R-683 and R-721 to R-815 of New Rajender Nagar in Ward No. C-103 N in Karol Bagh ] [02-02/EE(Pr.)/TC/KBZ/2022-23",2023_MCD_144058_1
129,[Selection of Partner for Procurement of Quantity 130 x Tethered Drone Systems],Selection of Partner for Procurement of Quantity 130 x Tethered Drone Systems] [TCIL/66 /ICTBiz1/2022-23/DRONE/01,2023_TCIL_144070_1
130,"[Strengthening of road by providing dense carpeting and side berms by cement concrete from H.No. R-721 to R-700, R-700 to R-736,R-739 to R-756, R-736 to R-847 and R-836, Double story H.No.155 to H.No. 127-128(Ranjana Park S-Block), and Ranjana park ]","Strengthening of road by providing dense carpeting and side berms by cement concrete from H.No. R-721 to R-700, R-700 to R-736,R-739 to R-756, R-736 to R-847 and R-836, Double story H.No.155 to H.No. 127-128(Ranjana Park S-Block), and Ranjana park ] [02-03/EE(Pr.)/TC/KBZ/2022-23",2023_MCD_144061_1
131,"[Strengthening of road by providing dense carpeting and side berms by cement concrete from H.No. R-807 to Sardarni Manmohan Kaur Chowk ,Sardarni Manmohan Kaur chowk to Delhi Child Centre (C-120) ,Gol Chakkar ,Sardarni Chowk ,Police Station New Raj]","Strengthening of road by providing dense carpeting and side berms by cement concrete from H.No. R-807 to Sardarni Manmohan Kaur Chowk ,Sardarni Manmohan Kaur chowk to Delhi Child Centre (C-120) ,Gol Chakkar ,Sardarni Chowk ,Police Station New Raj] [02-01/EE(Pr.)/TC/KBZ/2022-23",2023_MCD_144050_1
132,[Construction of EMRS (Eklavya Model Residential School) at Seppa (East Kameng District) in the state of Arunachal Pradesh],Construction of EMRS (Eklavya Model Residential School) at Seppa (East Kameng District) in the state of Arunachal Pradesh] [TCIL/CIVIL/PD(NE-1)/23/EMRS/01,2023_TCIL_144037_1
133,[Engagement of user fee collection agency on the basis of Competitive Bidding for Haldgaon Fee Plaza at km 510.865 for Wardha Butibori section of NH-361 in the State of Maharashtra HAM],Engagement of user fee collection agency on the basis of Competitive Bidding for Haldgaon Fee Plaza at km 510.865 for Wardha Butibori section of NH-361 in the State of Maharashtra HAM] [NHAI/13013/547/CO/ 22-23/CB/Haldgaon FP,2023_NHAI_144066_1
134,[Engagement of user fee collection agency on the basis of competitive bidding through for Makrauli Kalan at Km 9.80 Rohtak-Panipat NH-71A Haryana],Engagement of user fee collection agency on the basis of competitive bidding through for Makrauli Kalan at Km 9.80 Rohtak-Panipat NH-71A Haryana] [NHAI/13013/547/CO/ 22-23/CB/Makrauli FP,2023_NHAI_144067_1
135,[Selection of consortium Partner for Appointment of Advanced Metering Infrastructure (AMI) Service Provider for Smart Prepaid Metering and System Metering in the state of Manipur on DBFOOT basis],Selection of consortium Partner for Appointment of Advanced Metering Infrastructure (AMI) Service Provider for Smart Prepaid Metering and System Metering in the state of Manipur on DBFOOT basis] [TCIL/DT/IT-BD/AMISP /Manipur/II/2023/628,2023_TCIL_144065_1
136,"[Providing Security Services viz. Regulation of Movement of Men, Materials, Vehicles and Securing Vital Installations at the Entry and Exit Points at CSIR-CECRI, Karaikudi and its Unit at Mandapam]","Providing Security Services viz. Regulation of Movement of Men, Materials, Vehicles and Securing Vital Installations at the Entry and Exit Points at CSIR-CECRI, Karaikudi and its Unit at Mandapam] [CECRI GEN 01/2023",2023_CSIR_144046_1
137,[Construction of STRR (West side) NH948A Kunagal (Ramanagara Taluk) to Thattekere (Kanakapura Taluk) from km 79.000 to km 112.600 (Design) with length of 33.6KM in the state of Karnataka on HAM under Bharatmala Pariyojana (Pkg-1)],Construction of STRR (West side) NH948A Kunagal (Ramanagara Taluk) to Thattekere (Kanakapura Taluk) from km 79.000 to km 112.600 (Design) with length of 33.6KM in the state of Karnataka on HAM under Bharatmala Pariyojana (Pkg-1)] [NHAI/KNT/STRR/ Ph-II/Pkg-I/2022/182995,2023_NHAI_144056_1
138,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Pujariguda in the District of Nabarangpur Odisha ],Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Pujariguda in the District of Nabarangpur Odisha ] [ NPCC/SEZ/AC/CHC/NAB-PUJ/223,2023_NPCC_142550_2
139,[E-Tender documents for printing and supply of Marketing Material in Hamirpur BA],E-Tender documents for printing and supply of Marketing Material in Hamirpur BA] [HMR-BA-15/12/1/2023-HMR-BA/ 540026,2023_BSNL_144041_1
140,[E-Tender documents for printing and supply of Marketing Material in Hamirpur BA],E-Tender documents for printing and supply of Marketing Material in Hamirpur BA] [HMR-BA-15/12/1/2023-HMR-BA/ 540026,2023_BSNL_144041_1
141,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Badampahara in the District of Mayurbhanj Odisha],Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Badampahara in the District of Mayurbhanj Odisha] [NPCC/SEZ/AC/CHC/MYR-BAD/222,2023_NPCC_142546_2
142,"[Independent Engineer services during O and M stage for 4/6 laned stretch from Km.40.000 to Km.221.500 of Hyderabad to Vijayawada Section of NH65 (Old NH No.9) of 181.500 kms, Package No.NHDP-III/BOT/AP01 in the State of TS and AP]","Independent Engineer services during O and M stage for 4/6 laned stretch from Km.40.000 to Km.221.500 of Hyderabad to Vijayawada Section of NH65 (Old NH No.9) of 181.500 kms, Package No.NHDP-III/BOT/AP01 in the State of TS and AP] [NHAI/RO-HYD/11021/ NH65/HYD-VIJ/IE/2023",2023_NHAI_144034_1
