OBJECTID,CONTROL_SECT_JOB,DISTRICT_NUMBER,COUNTY_NUMBER,HIGHWAY_NUMBER,PROJ_CLASS,TYPE_OF_WORK,LIMITS_FROM,LIMITS_TO,LAYMAN_DESCRIPTION1,LAYMAN_DESCRIPTION2,BEG_MILE_POINT,END_MILE_POINT,PRIORITY_CODE,DIST_LET_DATE,LET_SCH_1,LET_SCH_2,TRUNK_SYS_FLAG,FREIGHT,ENERGY,PROJ_LENGTH,RAIL_COORDINATION,ACTUAL_LET_DATE,CONTROL_SECTION,DISTRICT_NAME,COUNTY_NAME,PT_TOP100,NBR_LET_YEAR,NBR_LET_MONTH,NBR_TOTAL_MONTHS,FC,OFFCS,PT_PHASE,LOC_ERROR,TPP_WORK_PROGRAM,PRJ_TIER,PRJ_UTP,SHAPE_Length
107,002814091,20,181,IH 10,WF,WIDEN FREEWAY,0.54 MILES EAST OF FM 3247,SABINE RIVER BRIDGE,WIDEN ROAD - ADD LANES,,20.577,24.927,C,2006,2020,LA,Y,Y,,4.187,N,2006,002814,Beaumont,Orange,0,2020,6,24246,19,28,Construction underway or begins soon,NO ERROR,2001,1,,0.0721520854706743
108,018703064,13,8,SH 36,SP2,SUPER-2 HIGHWAY,ORANGE HILL RD.,CR 380 (MIXVILLE ROAD),CONSTRUCT NEW ROAD,,10.019,12.628,C,1505,2015,LA,Y,,,2.639,N,1505,018703,Yoakum,Austin,0,2015,5,24185,19,187,Construction underway or begins soon,NO ERROR,1501,NA,,0.0381504708453226
110,049509054,19,103,IH 20,RER,REHABILITATION OF EXISTING ROAD,SH 43,.,REHABILITATE EXISTING ROADWAY,,17.404,17.404,,3301,,,Y,,,0,N,,049509,Atlanta,Harrison,0,2033,1,24397,19,495,"Corridor Studies, construction in 10+ years",ZERO LENGTH EXTENT,2501,NA,,0
114,354503003,14,28,FM 110,NNF,NEW LOCATION NON-FREEWAY,SH 80,SH 21,CONSTRUCT NEW ROAD,,1.945,1.945,,2111,2022,LA,N,N,N,1.99,N,2111,354503,Austin,Caldwell,0,2021,11,24263,19,3545,Construction underway or begins soon,MEASURE EXTENT OUT OF ROUTE MEASURE RANGE,02MU,3,,0
118,051004013,1,75,FM 898,RER,REHABILITATION OF EXISTING ROAD,GRAYSON COUNTY LINE,SH 56,REHABILITATION OF EXISTING ROAD,,0,10.456,C,1901,2019,LA,N,,,10.456,N,1901,051004,Paris,Fannin,0,2019,1,24229,19,510,Construction underway or begins soon,NO ERROR,1901,NA,,0.170225604318299
121,020009069,20,101,US 69,WNF,WIDEN NON-FREEWAY,TYLER COUNTY LINE,0.75 MI SOUTH OF FM 1003,WIDEN ROAD - ADD LANES,,0.007,7.978,C,2309,2024,,Y,,,4.971,N,0,020009,Beaumont,Hardin,0,2023,9,24285,19,200,Construction begins within 4 years,NO ERROR,04CN,1,1,0.118425613873553
122,011810066,11,203,SH 21,BR,REMOVE STRUCTURE ONLY,AT ATTOYAC RIVER,.,REMOVE STRUCTURE ONLY,,0,0.046,C,1707,2017,LA,N,,Y,0.15,N,1707,011810,Lufkin,San Augustine,0,2017,7,24211,19,118,Construction underway or begins soon,NO ERROR,1706,NA,,0.000779583242562672
123,000911129,18,57,IH 30,WF,WIDEN FREEWAY,IH 635,BASS PRO DRIVE (IN GARLAND),WIDEN ROAD - ADD LANES,,4.72,30.257,P,4508,,,N,,,14.34,N,,000911,Dallas,Dallas,0,2045,8,24548,19,9,"Corridor Studies, construction in 10+ years",PARTIAL MATCH FOR THE TO-MEASURE,,NA,,0.287516956115506
124,152401082,12,20,SH 288,RER,REMOV & REPL CONC PV,AT SH 332 AND AT BS 288B,.,REMOVE AND REPLACE CONCRETE PAVEMENT,,13.309,13.409,C,1801,2018,LA,N,,,1.64,N,1801,152401,Houston,Brazoria,0,2018,1,24217,19,1524,Construction underway or begins soon,NO ERROR,1801,NA,,0.00158119558972223
127,067506105,17,236,IH 45,WF,WIDEN FREEWAY,0.7 MILES SOUTH OF FM 1696,0.8 MILES NORTH OF FM 2989,WIDEN ROAD - ADD LANES,,21.6,32.5,P,3209,,,Y,Y,,10.9,N,,067506,Bryan,Walker,0,2032,9,24393,19,675,"Corridor Studies, construction in 10+ years",NO ERROR,,1,,0.170890729109197
130,235101017,18,43,FM 2478,WNF,WIDEN NON-FREEWAY,US 380,FM 1461,WIDEN ROAD - ADD LANES,,0,2.992,C,2009,2021,LA,N,,,,N,2009,235101,Dallas,Collin,0,2020,9,24249,19,2351,Construction underway or begins soon,NO ERROR,02MU,2,,0.0434351700199267
132,100202016,12,85,FM 517,WNF,WIDEN NON-FREEWAY,BRAZORIA COUNTY LINE,FM 646,WIDEN ROAD - ADD LANES,,1.002,8.227,C,2410,,,N,,,7.2,N,,100202,Houston,Galveston,0,2024,10,24298,19,1002,Construction begins within 4 years,NO ERROR,2501,NA,1,0.119357095083821
133,003504032,7,48,US 83,WNF,WIDEN NON-FREEWAY,US 87,0.5 MILES SOUTH OF US 87,HIGHWAY IMPROVEMENT,,0,0,C,2404,2024,,Y,,,0.469,N,,003504,San Angelo,Concho,0,2024,4,24292,19,35,Construction begins within 4 years,MEASURE EXTENT OUT OF ROUTE MEASURE RANGE,04CN,2,1,0
136,049501065,18,130,SS 557,INC,INTERCHANGE (NEW OR RECONSTRUCTED),AT LAS LOMAS PARKWAY,.,INTERCHANGE IMPROVEMENT,,2.144,2.644,P,4508,,,N,,,0.5,N,,049501,Dallas,Kaufman,0,2045,8,24548,19,495,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.00833306329241313
137,027117146,12,102,IH 610,INC,INTERCHANGE (NEW OR RECONSTRUCTED),IH 610 (NB),AT IH 69 (STR #104),CONSTRUCT DIRECT CONNECTORS,,33.993,34.274,C,1708,2017,,N,,,2.551,N,1708,027117,Houston,Harris,1,2017,8,24212,19,271,Construction underway or begins soon,NO ERROR,LOCAL,NA,,0.00408035070638012
138,005409031,23,167,US 84,OV,OVERLAY,FM 573,0.53 MI. NORTH OF SH 16,RESURFACE ROADWAY,,1.003,8.058,C,2402,2024,,Y,,Y,9.134,N,,005409,Brownwood,Mills,0,2024,2,24290,19,54,Construction begins within 4 years,NO ERROR,11PES,NA,1,0.112165161646609
139,045501045,4,118,SH 152,SFT,SAFETY IMPROVEMENT PROJECTS,AT SS 246,.,HAZARD ELIMINATION & SAFETY,,0.927,1.127,C,1805,2018,LA,N,,,0.2,N,1805,045501,Amarillo,Hutchinson,0,2018,5,24221,19,455,Construction underway or begins soon,NO ERROR,1808,NA,,0.00352635118719111
142,138401027,19,225,FM 1402,SFT,SAFETY IMPROVEMENT PROJECTS,FM 71,0.15 S. OF IH 30,HAZARD ELIMINATION & SAFETY,,4.001,16.206,C,2009,2021,LA,N,,,12.205,N,2009,138401,Atlanta,Titus,0,2020,9,24249,19,1384,Construction underway or begins soon,NO ERROR,2108,NA,,0.180223442134506
143,092102331,21,109,CR,BR,BRIDGE REPLACEMENT,"ON CHARLES GREEN, 1.35 M W OF FM 88",STR# AA03-42-001 @ DELTA LAKE CANAL,BRIDGE REPLACEMENT,,0.214,0.214,C,2212,2023,LA,N,,,0,N,,092102,Pharr,Hidalgo,0,2022,12,24276,19,921,Construction begins within 4 years,ROUTE NOT FOUND,2306,NA,1,0
144,059801106,12,102,SH 288,WF,WIDEN FREEWAY,IH 610,SL 8,WIDEN ROAD - ADD LANES,,5.31,10.89,D,3508,,,N,,,5.58,,,059801,Houston,Harris,1,2035,8,24428,19,598,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0812849362003209
145,092408004,24,55,VA,TPW,TEXAS PARK AND WILDLIFE,WITHIN SIERRA DIABLO WMA,.,STATE PARK IMPROVEMENTS,,,,C,2405,2024,,N,,,1,N,,092408,El Paso,Culberson,0,2024,5,24293,19,924,Construction begins within 4 years,INVALID LOCATION MEASURE,2410PR,NA,1,0
146,032601056,16,178,SH 286,CNF,CONVERT NON-FREEWAY TO FREEWAY,FM 43,SOUTH OF FM 2444,CONVERT NON-FREEWAY,,3.705,7.205,C,2407,2024,,N,,,0,N,0,032601,Corpus Christi,Nueces,0,2024,7,24295,19,326,Construction begins within 4 years,NO ERROR,2401,2,1,0.0508405870261195
147,212101094,24,72,IH 10,WF,WIDEN FREEWAY,0.22 MI W OF FM 1905 (ANTONIO ST),SH 20 (MESA ST),CONSTRUCT NEW ROAD,,0.005,11.156,C,2202,2022,LA,N,,,11.156,N,2202,212101,El Paso,El Paso,0,2022,2,24266,19,2121,Construction underway or begins soon,NO ERROR,02MU,1,,0.162264655236728
148,351002002,12,20,SH 99,NLF,NEW LOCATION FREEWAY,SH 288,FORT BEND COUNTY LINE,CONSTRUCT NEW ROAD,,0,0.001,D,2808,,,N,,,8.8,N,,351002,Houston,Brazoria,0,2028,8,24344,19,3510,Construction begins in 5 to 10 years,NO ERROR,LOCAL,NA,1,1.62204109199606e-05
149,001809007,22,142,BI 35-C,BR,BRIDGE REPLACEMENT,0.850 MI S OF SH97 AT NUECES BRIDGE,1.110 MI S OF SH 97,BRIDGE REPLACEMENT,,1,1.26,C,2509,,,N,,Y,0.259,N,,001809,Laredo,La Salle,0,2025,9,24309,19,18,Construction begins within 4 years,NO ERROR,2606,NA,1,0.00406434365145804
150,045104021,18,199,SH 205,WNF,WIDEN NON-FREEWAY,JCT SH 205/JOHN KING (N GOLIAD ST),NORTH OF JOHN KING (COLLIN C/L),CONSTRUCT NEW ROADWAY LANES,,0.527,0.673,P,4508,,,N,,,0.145,N,,045104,Dallas,Rockwall,0,2045,8,24548,19,451,"Corridor Studies, construction in 10+ years",NO ERROR,,2,,0.00211833086774817
153,092106268,21,31,VA,TNR,TRANSPORTATION NON-ROADWAY,WITHIN BROWNSVILLE FIELD STATION,.,TRANSPORTATION NON-ROADWAY,,,,C,2509,2026,,N,,,0.1,N,,092106,Pharr,Cameron,0,2025,9,24309,19,921,Construction begins within 4 years,INVALID LOCATION MEASURE,2610PR,NA,1,0
154,061701178,16,178,SH 358,WF,WIDEN FREEWAY,AIRLINE ROAD,EVERHART ROAD,CONSTRUCT RAMPS,,10.386,10.497,D,3301,,,N,,,1.519,N,,061701,Corpus Christi,Nueces,0,2033,1,24397,19,617,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0017656247488872
156,033805028,20,146,SH 105,WNF,WIDEN NON-FREEWAY,MONTGOMERY COUNTY LINE,BS 105T,WIDEN ROAD - ADD LANES,,0.01,1.577,D,2901,2029,,Y,,,1.571,N,,033805,Beaumont,Liberty,0,2029,1,24349,19,338,Construction begins in 5 to 10 years,NO ERROR,DDA,NA,1,0.0259038029326739
157,209301010,12,80,FM 2218,WNF,WIDEN NON-FREEWAY,SH 36,IH 69,WIDEN ROAD - ADD LANES,,11.855,15.603,C,2006,2020,LA,N,,,3.619,N,2006,209301,Houston,Fort Bend,0,2020,6,24246,19,2093,Construction underway or begins soon,NO ERROR,1902M,1,,0.0568903613242968
159,091512509,15,15,CR,WNF,WIDEN NON-FREEWAY,ON BULVERDE RD FROM MARSHALL RD,WILDERNESS OAK,WIDEN ROAD - ADD LANES,,1.121,2.753,C,2012,2021,LA,N,,,0,N,2012,091512,San Antonio,Bexar,0,2020,12,24252,19,915,Construction underway or begins soon,ROUTE NOT FOUND,LOCAL,NA,,0
160,050004105,12,85,IH 45,WF,WIDEN FREEWAY,SOUTH OF FM 1764,NORTH OF FM 519,WIDEN ROAD - ADD LANES,,3.478,7.913,C,1908,2019,LA,N,,,3.395,N,1908,050004,Houston,Galveston,0,2019,8,24236,19,500,Construction underway or begins soon,NO ERROR,1904U,NA,,0.0692143802263695
161,026514008,13,76,BS 71-E,BR,BRIDGE REPLACEMENT,AT COLORADO RIVER IN LA GRANGE,STR # 0265-14-038,CONSTRUCT BRIDGE,,24.872,24.872,C,2009,2021,LA,N,N,N,0.267,N,2009,026514,Yoakum,Fayette,0,2020,9,24249,19,265,Construction underway or begins soon,ZERO LENGTH EXTENT,2106,NA,,0
162,044702038,16,13,US 59,WNF,WIDEN NON-FREEWAY,LIVE OAK COUNTY LINE,0.3 MILES EAST OF FM 351,CONSTRUCT NEW ROADWAY LANES,,1.264,10.558,D,3204,,,Y,Y,Y,9.294,N,,044702,Corpus Christi,Bee,0,2032,4,24388,19,447,Construction begins in 5 to 10 years,NO ERROR,DDA,NA,1,0.148614790657818
163,011108123,12,20,SH 288,WF,WIDEN FREEWAY,BS 288-B/SH 332,SH 36,WIDEN ROAD - ADD LANES,,7.276,11.672,D,3508,,,N,,,0,N,,011108,Houston,Brazoria,0,2035,8,24428,19,111,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0656473986934624
166,092106257,21,31,CS,NNF,NEW LOCATION NON-FREEWAY,"S. PARALLEL CORRIDOR, FM 2520",FM 1577,CONSTRUCT NEW ROAD,,,,C,2608,,,N,,,5.31,N,,092106,Pharr,Cameron,0,2026,8,24320,19,921,Construction begins within 4 years,INVALID LOCATION MEASURE,LOCAL,NA,1,0
167,061005052,19,19,IH 30,RER,REHABILITATION OF EXISTING ROAD,AT SH 98,.,REHABILITATE EXISTING ROADWAY,,17.114,17.114,D,2701,,,Y,,,0,N,,061005,Atlanta,Bowie,0,2027,1,24325,19,610,Construction begins in 5 to 10 years,ZERO LENGTH EXTENT,2701,NA,1,0
168,026101040,18,71,US 67,WNF,WIDEN NON-FREEWAY,"US 287Q, IN THE CITY OF MIDLOTHIAN",DALLAS COUNTY LINE,WIDEN ROAD - ADD LANES,,0.5,5.63,P,4508,,,Y,,,5.13,N,,026101,Dallas,Ellis,0,2045,8,24548,19,261,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0776894314267819
169,006201035,19,19,SH 8,BR,BRIDGE REPLACEMENT,AT SULPHUR RIVER & SULPHUR RIV REL,.,BRIDGE REPLACEMENT,,4.473,6.025,C,1904,2019,LA,N,,,1.551,N,1904,006201,Atlanta,Bowie,0,2019,4,24232,19,62,Construction underway or begins soon,PARTIAL MATCH FOR THE TO-MEASURE,1906,NA,,0.0114622530975799
170,009403116,18,57,SH 183,WF,WIDEN FREEWAY,0.66 MILES WEST OF LP 12,1 MILE EAST OF LP 12,CONSTRUCT NEW ROAD,,6.646,8.246,C,1501,2015,LA,N,,,1.6,,1501,009403,Dallas,Dallas,0,2015,1,24181,19,94,Construction underway or begins soon,NO ERROR,1812,NA,,0.027497904543958
171,296406011,18,57,SH 190,NLF,NEW LOCATION FREEWAY,IH 30,US 80,WIDEN ROAD - ADD LANES AND SHOULDERS,,0,0.02,P,4008,,,N,,,5.6,N,,296406,Dallas,Dallas,0,2040,8,24488,19,2964,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.000644305678274571
172,119801022,14,27,RM 963,IOI,PROVIDE ADDITIONAL PAVED SURFACE,FM 1174,US 183,PROVIDE ADDITIONAL PAVED SURFACE,,10.731,20.015,C,1806,2018,,N,,,9.284,N,1806,119801,Austin,Burnet,0,2018,6,24222,19,1198,Construction underway or begins soon,PARTIAL MATCH FOR THE TO-MEASURE,1801,NA,,0.146461118915582
173,091846307,18,61,CS,BR,BRIDGE REPLACEMENT,COWLING RD,AT CLEAR CREEK,BRIDGE REPLACEMENT,,0.094,0.233,C,2205,2022,LA,N,,,0.139,N,2205,091846,Dallas,Denton,0,2022,5,24269,19,918,Construction underway or begins soon,ROUTE NOT FOUND,2206,NA,,0
174,057402021,18,175,FM 636,RES,RESTORATION,FM 1129,CR 4666/MORGAN SPRINGS ROAD,ADDING SHOULDERS WITH NO ADDED CAPACITY,,0,8.558,C,2103,2021,,N,,,8.573,N,2103,057402,Dallas,Navarro,0,2021,3,24255,19,574,Construction underway or begins soon,NO ERROR,2101,NA,,0.135418877731705
176,031904084,11,3,SH 94,RES,RESTORATION,0.30 MI E OF NECHES RIVER BRIDGE,0.10 MI W OF FM 2497,HIGHWAY IMPROVEMENT,,1.643,3.203,P,3504,,,N,,Y,1.56,N,,031904,Lufkin,Angelina,0,2035,4,24424,19,319,"Corridor Studies, construction in 10+ years",NO ERROR,PLAN,NA,,0.025646044387729
177,004709034,18,43,SH 5,WNF,WIDEN NON-FREEWAY,SOUTH OF FM 1378,SS 399,WIDEN ROAD - ADD LANES,,0,2.588,D,2706,2027,,N,Y,N,0,N,,004709,Dallas,Collin,0,2027,6,24330,19,47,Construction begins in 5 to 10 years,NO ERROR,DDA,2,1,0.0385021533930321
178,091847096,18,57,FD,TPW,TEXAS PARK AND WILDLIFE,ON WEST SPINE ROAD,WITHIN THE CEDAR HILL STATE PARK,STATE PARK IMPROVEMENTS,,0.022,1.601,C,2107,2021,,N,,,4.27,N,2107,091847,Dallas,Dallas,0,2021,7,24259,19,918,Construction underway or begins soon,ROUTE NOT FOUND,LOCAL,NA,,0
179,058601048,12,20,SH 332,INC,INTERCHANGE (NEW OR RECONSTRUCTED),0.3 MI N OF FM 523,0.3 MI S OF FM 523,CONSTRUCT BRIDGE,,17.128,18.3,D,2909,,,N,,,1,N,,058601,Houston,Brazoria,0,2029,9,24357,19,586,Construction begins in 5 to 10 years,NO ERROR,DDA,NA,1,0.018923440676206
181,031204029,2,249,FM 730,BWR,BRIDGE WIDENING OR REHABILITATION,FM 730 OVER TRINITY RELIEF,.,BRIDGE REPLACEMENT,,11.752,12.157,C,2305,2023,,N,,Y,0.405,N,,031204,Fort Worth,Wise,0,2023,5,24281,19,312,Construction begins within 4 years,NO ERROR,2306,NA,1,0.00588596804943586
183,016701113,24,72,US 54,NLF,NEW LOCATION FREEWAY,LP 375 (CESAR CHAVEZ BORDER HWY),YANDELL DR,INFRASTRUCTURE IMPROVEMENTS,,5.019,6.413,C,1811,2019,LA,N,,,1.181,N,1811,016701,El Paso,El Paso,0,2018,11,24227,19,167,Construction underway or begins soon,PARTIAL MATCH FOR THE TO-MEASURE,12TTC,NA,,0.0208365649971238
184,091309053,13,241,CR,BR,BRIDGE REPLACEMENT,AT WEST MUSTANG CREEK   CR 372,(CR 372)  STR # AA06-59-001,BRIDGE REPLACEMENT,,0.094,0.594,C,1505,2015,LA,N,,,0.074,N,1505,091309,Yoakum,Wharton,0,2015,5,24185,19,913,Construction underway or begins soon,ROUTE NOT FOUND,1506,NA,,0
185,010204097,16,137,US 77,CNF,CONVERT NON-FREEWAY TO FREEWAY,CR 2130,1.5 MI. N. OF SH 285,CONVERT NON-FREEWAY,,9.301,17.83,C,2203,2022,,Y,Y,,8.648,N,2203,010204,Corpus Christi,Kleberg,0,2022,3,24267,19,102,Construction underway or begins soon,NO ERROR,04CN,1,,0.124871108417083
186,001408090,9,161,IH 35,SC,SEAL COAT,HILL CL,HILLTOP ST,SEAL COAT,,0.049,10.431,P,4909,,,Y,,,10.36,,,001408,Waco,McLennan,0,2049,9,24597,19,14,"Corridor Studies, construction in 10+ years",NO ERROR,2401,NA,,0.151341267361594
189,092106291,21,31,CS,WNF,WIDEN NON-FREEWAY,"ON MORRISON RD., FROM FM 1847",DANA RD.,WIDEN ROAD - ADD LANES AND SHOULDERS,,,,C,2608,,,N,,,0,N,,092106,Pharr,Cameron,0,2026,8,24320,19,921,Construction begins within 4 years,INVALID LOCATION MEASURE,LOCAL,NA,1,0
190,067505084,17,154,IH 45,WF,WIDEN FREEWAY,0.8 MI N OF SH 75,OSR (LEON COUNTY LINE),WIDEN ROAD - ADD LANES,,13.504,18.584,D,3209,,,Y,,,0,N,,067505,Bryan,Madison,0,2032,9,24393,19,675,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0755577338268428
191,091270074,12,102,CS,BIK,BICYCLE INFRASTRUCTURE IMPROVEMENTS,"HCFCD CHANNEL; EAST OF WILCREST DR",DAIRY ASHFORD,HIKE AND/OR BIKE,,,,C,2209,,,N,,,2.3,N,,091270,Houston,Harris,0,2022,9,24273,19,912,Construction begins within 4 years,INVALID LOCATION MEASURE,LOCAL,NA,,0
192,033811028,12,170,SL 336,WNF,WIDEN NON-FREEWAY,0.06 MI E OF IH 45,FM 3083,WIDEN ROAD - ADD LANES,,11.392,14.291,D,3505,,,N,,,3.197,N,,033811,Houston,Montgomery,0,2035,5,24425,19,338,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0484005749895069
195,073902140,20,124,IH 10,WF,WIDEN FREEWAY,"CR 131 (WALDEN ROAD), EAST",US 90,WIDEN ROAD - ADD LANES,,17.342,19.798,C,2203,2022,,N,Y,Y,2.455,N,2203,073902,Beaumont,Jefferson,0,2022,3,24267,19,739,Construction underway or begins soon,NO ERROR,02MU,1,,0.0375135456555158
196,008909058,12,80,US 59,UPG,"GR, STRS, BS & SURF",WEST OF HAMLINK ROAD,WEST OF SPUR 10,"WIDEN TO 6 MAIN LANES, GRADE SEPARATIONS, 2-LANE FRONTAGE","ROADS, ITS & TMS",21.398,23.67,C,1512,2016,,Y,,,2.272,Y,1512,008909,Houston,Fort Bend,0,2015,12,24192,19,89,Construction underway or begins soon,NO ERROR,15P102,NA,,0.0358037913320314
199,106202011,12,102,FM 2100,NNF,NEW LOCATION NON-FREEWAY,SH 99,HUFFMAN-CLEVELAND RD (NORTH),CONSTRUCT NEW ROAD,,,0,C,2507,,,N,,,4.2,N,,106202,Houston,Harris,0,2025,7,24307,19,1062,Construction begins within 4 years,INVALID LOCATION MEASURE,02MU,2,1,0
200,004804090,18,71,IH 35E,INC,INTERCHANGE (NEW OR RECONSTRUCTED),US 77 SOUTH,US 77 NORTH,INTERCHANGE IMPROVEMENT,,18.54,29.13,P,4508,,,N,,,10.597,N,,004804,Dallas,Ellis,0,2045,8,24548,19,48,Construction begins in 5 to 10 years,NO ERROR,DDA,NA,,0.158217112418493
202,007406235,16,178,IH 37,BMN,BRIDGE MAINTENANCE,ON IH 37 AT NAVIGATION BLVD,.,REMOVE/REPLACE BRIDGE RAIL,,3.404,3.468,D,2604,,,N,,,0.1,N,,007406,Corpus Christi,Nueces,0,2026,4,24316,19,74,Construction begins within 4 years,NO ERROR,2606,NA,,0.00104497820491504
203,237404076,18,57,IH 20,NNF,NEW LOCATION NON-FREEWAY,SH 161/LAKERIDGE PARKWAY,EAST OF CARRIER PARKWAY,WIDEN ROAD - ADD SHOULDERS,,1.279,2.692,C,1706,2017,LA,N,,,1.186,N,1706,237404,Dallas,Dallas,0,2017,6,24210,19,2374,Construction underway or begins soon,NO ERROR,16P104,NA,,0.0242720377574561
205,000813125,2,220,IH 820,WF,WIDEN FREEWAY,IH 20,RAMEY AVE.,RECONSTRUCT EXISTING ROADWAY,,29.416,35.348,C,2202,2022,LA,N,,,0,N,2202,000813,Fort Worth,Tarrant,0,2022,2,24266,19,8,Construction underway or begins soon,NO ERROR,12CL,1,,0.08781870619015
206,140701025,11,174,FM 1275,SFT,SAFETY IMPROVEMENT PROJECTS,SL 224,END OF PAVEMENT,WIDEN ROAD - ADD SHOULDERS,,11.633,19.16,C,2008,2020,LA,N,,Y,7.583,N,2008,140701,Lufkin,Nacogdoches,0,2020,8,24248,19,1407,Construction underway or begins soon,NO ERROR,2008,NA,,0.114429357720339
208,061701170,16,178,SH 358,WF,"GRADE,BASE,SURF,STRS",NILE STREET,AYERS STREET,RAMP REVERSAL PHASE II-A  SOUTH SIDE ONLY,,5.984,9.975,C,1705,2017,LA,N,,,3.991,N,1705,061701,Corpus Christi,Nueces,0,2017,5,24209,19,617,Construction underway or begins soon,NO ERROR,1701,NA,,0.0635704320256222
209,095709018,24,189,FM 170,BR,BRIDGE REPLACEMENT,7.86 MI E OF REDFORD,3.33 MI W OF PRESIDIO/BREWSTER CL,WIDEN BRIDGE,,23.86,45.655,C,2009,2021,LA,N,,Y,21.862,N,2009,095709,El Paso,Presidio,0,2020,9,24249,19,957,Construction underway or begins soon,NO ERROR,2106,NA,,0.346600815831263
210,035306064,18,57,SH 114,WF,WIDEN FREEWAY,LP 12,SH 183,CONSTRUCT NEW ROADWAY LANES,,3.119,4.68,P,4508,,,N,,,1.561,N,,035306,Dallas,Dallas,0,2045,8,24548,19,353,"Corridor Studies, construction in 10+ years",NO ERROR,2807,NA,,0.0249584024351839
212,091309070,13,241,CR,BR,BRIDGE REPLACEMENT,AT BOSQUE SLOUGH   CR 645,(CR 467)  STR # AA06-45-001,BRIDGE REPLACEMENT,,1.587,1.587,C,2006,2020,LA,N,N,N,0.062,N,2006,091309,Yoakum,Wharton,0,2020,6,24246,19,913,Construction underway or begins soon,ROUTE NOT FOUND,2006,NA,,0
213,090833094,8,221,VA,TPW,TEXAS PARK AND WILDLIFE,IN ABILENE STATE PARK,.,STATE PARK IMPROVEMENTS,,0.001,0.101,C,2609,2027,,N,,,0.1,N,,090833,Abilene,Taylor,0,2026,9,24321,19,908,Construction begins in 5 to 10 years,ROUTE NOT FOUND,2710PR,NA,1,0
214,025705045,23,47,SH 6,WNF,WIDEN NON-FREEWAY,SH 16 NORTH,EAST CITY LIMIT OF DELEON,WIDEN ROAD - ADD LANES,,9.18,11.108,C,2005,2020,,Y,,Y,1.931,N,2005,025705,Brownwood,Comanche,0,2020,5,24245,19,257,Construction underway or begins soon,NO ERROR,2001,2,,0.0324549904280273
215,168505106,12,102,SH 6,TCD,UPGRADE TRAFFIC SIGNAL SYSTEMS,US 290,PINE FOREST,UPGRADE TRAFFIC SIGNAL SYSTEMS,,0.712,4,C,1808,2018,,N,,,3.288,N,1808,168505,Houston,Harris,0,2018,8,24224,19,1685,Construction underway or begins soon,NO ERROR,1801,NA,,0.0502997187411514
216,079101016,4,99,SH 136,SFT,SAFETY IMPROVEMENT PROJECTS,OKLAHOMA STATE LINE,APPROXIMATELY 1300 FT SOUTH,HAZARD ELIMINATION & SAFETY,,10.085,10.331,D,3101,,,N,,,0.246,N,,079101,Amarillo,Hansford,0,2031,1,24373,19,791,Construction begins in 5 to 10 years,NO ERROR,LOCAL,NA,1,0.00356023256885253
217,009403060,18,57,SS 482,INC,INTERCHANGE (NEW OR RECONSTRUCTED),AT SH 114 & SH 183,.,INTERCHANGE IMPROVEMENT,,9.186,9.425,C,2005,2020,LA,N,,,0.1,N,2005,009403,Dallas,Dallas,0,2020,5,24245,19,94,Construction underway or begins soon,NO ERROR,2001,1,,0.00382606155596631
222,056904020,19,103,SH 43,BWR,BRIDGE WIDENING OR REHABILITATION,AT KCS OVERPASS,.,WIDEN BRIDGE,,1.862,1.934,C,2008,2020,LA,N,N,Y,0.145,N,2008,056904,Atlanta,Harrison,0,2020,8,24248,19,569,Construction underway or begins soon,NO ERROR,2006,NA,,0.00104850989933838
224,030106018,15,83,SH 85,SP2,SUPER-2 HIGHWAY,BI 35D,FM 1582,HIGHWAY IMPROVEMENT,,5,19.117,C,1906,2019,LA,N,,Y,14.117,N,1906,030106,San Antonio,Frio,0,2019,6,24234,19,301,Construction underway or begins soon,PARTIAL MATCH FOR THE TO-MEASURE,1901,NA,,0.223258190378382
225,015102026,14,27,SH 29,IOI,INTERSECTION & OPERATIONAL IMPRV,RM 243 NORTH,WILLIAMSON COUNTY LINE,HIGHWAY IMPROVEMENT,,0,4.175,C,2605,,,N,N,Y,4.175,N,,015102,Austin,Burnet,0,2026,5,24317,19,151,Construction begins within 4 years,NO ERROR,02MU,2,1,0.0668465016074475
226,043302052,21,245,SH 186,SP2,SUPER-2 HIGHWAY,HIDALGO/ WILLACY C.L.,KING ST,RECONSTRUCT EXISTING ROADWAY,,0.412,12.708,C,1808,2018,,N,,,12.296,N,1808,043302,Pharr,Willacy,0,2018,8,24224,19,433,Construction underway or begins soon,NO ERROR,1801,NA,,0.197943317825905
228,023003022,25,44,FM 338,RER,REHABILITATION OF EXISTING ROAD,"WELLINGTON WCL, E",US 83,HIGHWAY IMPROVEMENT,,12.452,13.453,D,2806,2028,,N,,,1.011,N,,023003,Childress,Collingsworth,0,2028,6,24342,19,230,Construction begins in 5 to 10 years,NO ERROR,2811,NA,1,0.0176166237938073
