doc_id,notice_status,cpv_code,country_iso,town_iso,project_name,title,notice_publication_number,publication_date,oj_s__issue_number,town_city_of_the_buyer,Official name of the buyer,original_language,country_of_the_buyer,type_of_buyer,eu_institution_agency,document_sent,type_of_contract,type_of_procedure,notice_type,regulation,type_of_bid,award_criteria,common_procurement_vocabulary_(cpv),place_of_performance_(nuts),internet_address_(url),legal_basis,deadline_date,document_id_1,publication_date_1,deadline_1,document_1,authority_Name_1,document_id_2,publication_date_2,deadline_2,document_2,authority_Name_2,document_id_3,publication_date_3,deadline_3,document_3,authority_Name_3,document_id_4,publication_date_4,deadline_4,document_4,authority_Name_4,country_alpha,country_mfn,currency_code,converted_amount_usd
525967-2021,Active,,France,Athis-Mons,Software programming and consultancy services,France-Athis-Mons: Software programming and consultancy services,525967-2021,15/10/2021,201,ATHIS-MONS,direction des operations de la dsna,FR,FR,4 - Utilities entity,-,12/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,72200000 - Software programming and consultancy services,FRFRY,https://www.marches-publics.gouv.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",02/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525965-2021,Active,,France,Paris la Défense,Data services,France-Paris la Défense: Data services,525965-2021,15/10/2021,201,PARIS LA DÉFENSE,RTE Réseau de Transport D'Electricité,FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,72500000 - Computer-related services72300000 - Data services,FR,www.rte-france.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525959-2021,Active,,France,Paris,Printing and related services,France-Paris: Printing and related services,525959-2021,15/10/2021,201,PARIS,comutitres,FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,72500000 - Computer-related services79800000 - Printing and related services,FR101,http://www.comutitres.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",08/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525958-2021,Active,,France,Lyon,Customer Relation Management software development services,France-Lyon: Customer Relation Management software development services,525958-2021,15/10/2021,201,LYON,EDF SA Direction des achats Groupe_Agence ITPI Lyon,FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,72227000 - Software integration consultancy services72212445 - Customer Relation Management software development services,FR105,https://edf.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",27/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525950-2021,Active,,France,Saint-Chef,Engineering studies,France-Saint-Chef: Engineering studies,525950-2021,15/10/2021,201,SAINT-CHEF,cc Les Balcons du Dauphiné,FR,FR,4 - Utilities entity,-,12/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71335000 - Engineering studies,FRK24,https://www.balconsdudauphine.fr/,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525948-2021,Active,,France,Montévrain,"Repair and maintenance services for pumps, valves, taps and metal containers and machinery","France-Montévrain: Repair and maintenance services for pumps, valves, taps and metal containers and machinery",525948-2021,15/10/2021,201,MONTÉVRAIN,EDF SA Direction des achats Groupe – DOAP - Département Grand Paris,FR,FR,4 - Utilities entity,-,12/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,"50500000 - Repair and maintenance services for pumps, valves, taps and metal containers and machinery",FR,https://edf.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",05/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525945-2021,Active,,France,Paris,"Repair and maintenance services of pumps, valves, taps and metal containers","France-Paris: Repair and maintenance services of pumps, valves, taps and metal containers",525945-2021,15/10/2021,201,PARIS,"EDF SA - Direction des achats - direction ""Opérations Achats Production"" - Département Grand Paris",FR,FR,4 - Utilities entity,-,12/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"50510000 - Repair and maintenance services of pumps, valves, taps and metal containers42131000 - Taps, cocks and valves",FR,http://www.edf.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",05/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525937-2021,Active,,France,Paris,Postal services related to parcels,France-Paris: Postal services related to parcels,525937-2021,15/10/2021,201,PARIS,LA POSTE,FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,64113000 - Postal services related to parcels,FR105,https://e-sourcing.extra.laposte.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",29/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525936-2021,Active,,France,Lyon,"IT services: consulting, software development, Internet and support","France-Lyon: IT services: consulting, software development, Internet and support",525936-2021,15/10/2021,201,LYON,SNCF (552 049 447 792 805),FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"72000000 - IT services: consulting, software development, Internet and support",FR,http://www.sncf.com/,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",02/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525934-2021,Active,,France,Marseille,"Architectural, construction, engineering and inspection services","France-Marseille: Architectural, construction, engineering and inspection services",525934-2021,15/10/2021,201,MARSEILLE,EDF SA,FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"71000000 - Architectural, construction, engineering and inspection services",FRD22,www.edf.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",03/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525930-2021,Active,,France,Paris La Défense,"Architectural, construction, engineering and inspection services","France-Paris La Défense: Architectural, construction, engineering and inspection services",525930-2021,15/10/2021,201,PARIS LA DÉFENSE,Enedis,FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"71000000 - Architectural, construction, engineering and inspection services",FR106,http://www.enedis.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525926-2021,Active,,France,Tremblay-en-France,"Hotel, restaurant and retail trade services","France-Tremblay-en-France: Hotel, restaurant and retail trade services",525926-2021,15/10/2021,201,TREMBLAY-EN-FRANCE,AEROPORTS DE PARIS,FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"55000000 - Hotel, restaurant and retail trade services55500000 - Canteen and catering services55300000 - Restaurant and food-serving services",FR106,http://www.parisaeroport.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",27/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525919-2021,Active,,France,Marseille,"Architectural, construction, engineering and inspection services","France-Marseille: Architectural, construction, engineering and inspection services",525919-2021,15/10/2021,201,MARSEILLE,RTE Réseau de Transport d'Electricité,FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"71000000 - Architectural, construction, engineering and inspection services",FR,www.rte-france.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",29/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525916-2021,Active,,France,Paris,"Repair and maintenance services for pumps, valves, taps and metal containers and machinery","France-Paris: Repair and maintenance services for pumps, valves, taps and metal containers and machinery",525916-2021,15/10/2021,201,PARIS,EDF SA - Direction des achats (552 081 317),FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"50500000 - Repair and maintenance services for pumps, valves, taps and metal containers and machinery",FR,www.edf.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",29/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525915-2021,Active,,France,Paris,Repair and maintenance services,France-Paris: Repair and maintenance services,525915-2021,15/10/2021,201,PARIS,EDF SA - Direction des achats (552 081 317),FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,42638000 - Metal-working machining centre50000000 - Repair and maintenance services42124221 - Parts of hydraulic power packs45442000 - Application work of protective coatings,FR,www.edf.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",29/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525913-2021,Active,,France,Valloire,Engineering services,France-Valloire: Engineering services,525913-2021,15/10/2021,201,VALLOIRE,sem valloire (49494051300018),FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71300000 - Engineering services,FRK,http://Www.Valloire.Com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525911-2021,Active,,France,Tremblay-en-France,Analysis services,France-Tremblay-en-France: Analysis services,525911-2021,15/10/2021,201,TREMBLAY-EN-FRANCE,AEROPORTS DE PARIS,FR,FR,4 - Utilities entity,-,11/10/2021,4 - Services,4 - Negotiated procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71620000 - Analysis services,FR10,www.parisaeroports.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",28/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525887-2021,Active,,France,Paris,Electrical signalling equipment for railways,France-Paris: Electrical signalling equipment for railways,525887-2021,15/10/2021,201,PARIS,RATP,FR,FR,4 - Utilities entity,-,11/10/2021,2 - Supplies,4 - Negotiated procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,31155000 - Inverters34632200 - Electrical signalling equipment for railways31440000 - Batteries,FR1,http://ratp.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",15/10/2021,490156-2021,28/09/2021,15/10/2021,3 - Contract notice,RATP (77566343801906),525887-2021,15/10/2021,15/10/2021,2 - Additional information,RATP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525868-2021,Active,,France,Paris,Parts of escalators,France-Paris: Parts of escalators,525868-2021,15/10/2021,201,PARIS,RATP (77566343801906),FR,FR,4 - Utilities entity,-,11/10/2021,2 - Supplies,9 - Not applicable,Q - Qualification system without call for competition,4 - European Union,9 - Not applicable,Z - Not specified,42419530 - Parts of escalators,FR1,http://www.ratp.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,330951-2020,14/07/2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525867-2021,Active,,France,Paris,Parts of escalators,France-Paris: Parts of escalators,525867-2021,15/10/2021,201,PARIS,RATP,FR,FR,4 - Utilities entity,-,11/10/2021,2 - Supplies,9 - Not applicable,Q - Qualification system without call for competition,4 - European Union,9 - Not applicable,Z - Not specified,42419530 - Parts of escalators,FR1,http://www.ratp.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,248486-2019,28/05/2019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525854-2021,Active,,France,Saint-Denis,Screens,France-Saint-Denis: Screens,525854-2021,15/10/2021,201,SAINT-DENIS,SNCF (55204944792805),FR,FR,4 - Utilities entity,-,12/10/2021,2 - Supplies,4 - Negotiated procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,32351200 - Screens,FR,http://www.sncf.fr/,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,88316-2021,19/02/2021,04/03/2021,3 - Contract notice,SNCF (55204944792805),525854-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525853-2021,Active,,France,Paris,Electricity distribution and control apparatus,France-Paris: Electricity distribution and control apparatus,525853-2021,15/10/2021,201,PARIS,RATP (562016774),FR,FR,4 - Utilities entity,-,12/10/2021,2 - Supplies,4 - Negotiated procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,31200000 - Electricity distribution and control apparatus,FR1,http://www.ratp.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,231360-2021,07/05/2021,26/05/2021,3 - Contract notice,RATP,239780-2021,12/05/2021,26/05/2021,2 - Additional information,RATP,525853-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525841-2021,Active,,France,Saint-André-lez-Lille,District heating,France-Saint-André-lez-Lille: District heating,525841-2021,15/10/2021,201,SAINT-ANDRÉ-LEZ-LILLE,MER,FR,FR,4 - Utilities entity,-,12/10/2021,2 - Supplies,4 - Negotiated procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,2 - The most economic tender,09323000 - District heating,FR,www.marches-securises.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,343810-2021,07/07/2021,19/07/2021,3 - Contract notice,MER,525841-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525769-2021,Active,,France,Saint-André-lez-Lille,District heating,France-Saint-André-lez-Lille: District heating,525769-2021,15/10/2021,201,SAINT-ANDRÉ-LEZ-LILLE,DALKIA,FR,FR,4 - Utilities entity,-,11/10/2021,2 - Supplies,4 - Negotiated procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,2 - The most economic tender,09323000 - District heating,FR,www.marches-securises.fr,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,591874-2020,08/12/2020,21/12/2020,3 - Contract notice,Dalkia,633361-2020,24/12/2020,13/01/2021,3 - Contract notice,Dalkia,525769-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
