doc_id,notice_status,cpv_code,country_iso,town_iso,project_name,title,notice_publication_number,publication_date,oj_s__issue_number,town_city_of_the_buyer,Official name of the buyer,original_language,country_of_the_buyer,type_of_buyer,eu_institution_agency,document_sent,type_of_contract,type_of_procedure,notice_type,regulation,type_of_bid,award_criteria,common_procurement_vocabulary_(cpv),place_of_performance_(nuts),internet_address_(url),legal_basis,deadline_date,latitude,longitude,document_id_1,publication_date_1,deadline_1,document_1,authority_Name_1,document_id_2,publication_date_2,deadline_2,document_2,authority_Name_2,document_id_3,publication_date_3,deadline_3,description,postal_code,email,amount,currency,og_notice_no,document_3,authority_Name_3,document_id_4,publication_date_4,deadline_4,document_4,authority_Name_4,document_id_5,publication_date_5,deadline_5,country_alpha,country_mfn,currency_code,converted_amount_usd
520694-2021,Active,,United Kingdom,Carmarthen,Taxi services,United Kingdom-Carmarthen: Taxi services,520694-2021,13/10/2021,199,CARMARTHEN,Carmarthenshire County Council,EN,UK,3 - Regional or local authority,-,08/10/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,60112000 - Public road transport services60120000 - Taxi services,UKL14,www.carmarthenshire.gov.uk,Public procurement Directive 2014/24/EU,nan,51.8591257,-4.3115907,46111-2018,01/02/2018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"*****This is a Contract Award Notice for DPS Bus and Taxi Services**********This is NOT an Invitation to Tender**********This Contract Award Notice covers the period of 1st July - 30th September 2021*****Carmarthenshire County Council, Pembrokeshire County Council and Pembrokeshire College invite you to submit an application to join the DPS to provide Bus and Taxi Services throughout Pembrokeshire and Carmarthenshire.If you have previously registered for this via the recent PQQ reference 32456 and had your application approved please ignore this notice.Only new applicants and those who failed the initial PQQ assessment should apply.",SA31 1JP,SLJohn@carmarthenshire.gov.uk,17279787.40,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,142902.6414
520693-2021,Active,,United Kingdom,Cardiff,Education and training services,United Kingdom-Cardiff: Education and training services,520693-2021,13/10/2021,199,CARDIFF,Welsh Government,EN,UK,1 - Ministry or any other national or federal authority,-,08/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,80400000 - Adult and other education services80100000 - Primary education services80000000 - Education and training services80110000 - Pre-school education services,UKL1UKL2,http://gov.wales,Public procurement Directive 2014/24/EU,11/11/2021,51.4816546,-3.1791934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
520692-2021,Active,,United Kingdom,Aberystwyth,Advertising and marketing services,United Kingdom-Aberystwyth: Advertising and marketing services,520692-2021,13/10/2021,199,ABERYSTWYTH,Hybu Cig Cymru-Meat Promotion Wales,EN,UK,1 - Ministry or any other national or federal authority,-,08/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,79342000 - Marketing services79341000 - Advertising services79340000 - Advertising and marketing services,UKL1,www.hybucig.cymru,Public procurement Directive 2014/24/EU,08/11/2021,52.4143113,-4.0816846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
520691-2021,Active,,United Kingdom,Leeds,Architectural services for buildings,United Kingdom-Leeds: Architectural services for buildings,520691-2021,13/10/2021,199,LEEDS,MAP Charity,EN,UK,6 - Body governed by public law,-,08/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,71221000 - Architectural services for buildings,UKE42,www.mapcharity.org,Public procurement Directive 2014/24/EU,22/10/2021,53.7974185,-1.5437941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
520690-2021,Active,,United Kingdom,Riccarton,"Laboratory, optical and precision equipments (excl. glasses)","United Kingdom-Riccarton: Laboratory, optical and precision equipments (excl. glasses)",520690-2021,13/10/2021,199,RICCARTON,Heriot-Watt University,EN,UK,6 - Body governed by public law,-,08/10/2021,2 - Supplies,V - Contract award without prior publication,V - Voluntary ex ante transparency notice,Z - Not specified,9 - Not applicable,Z - Not specified,"38000000 - Laboratory, optical and precision equipments (excl. glasses)",UKM75,http://hw.ac.uk,Public procurement Directive 2014/24/EU,nan,55.5953612,-4.4968041,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
520689-2021,Active,,United Kingdom,Redcar,"Laboratory, optical and precision equipments (excl. glasses)","United Kingdom-Redcar: Laboratory, optical and precision equipments (excl. glasses)",520689-2021,13/10/2021,199,REDCAR,Centre for Process Innovation Limited,EN,UK,6 - Body governed by public law,-,08/10/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"38000000 - Laboratory, optical and precision equipments (excl. glasses)",UK,www.uk-cpi.com,Public procurement Directive 2014/24/EU,nan,54.6179021,-1.0687914,352391-2021,12/07/2021,09/08/2021,3 - Contract notice,Centre for Process Innovation Ltd,520689-2021,13/10/2021,nan,nan,nan,nan,nan,nan,"This tender is to establish a Single Supplier Framework for the provision of Fatigue Test Equipment. CPI’s National Formulation Centre is looking to set up a mechanical fatigue test facility to complement its existing (static) mechanical test capabilities and has identified a need for a fatigue test machine with similar features to our static machine - capable of tension, compression and bending modes of deformation and of operating at temperatures ranging from -100°C to 350°C. This Framework is to cover spare parts, consumables, servicing and maintenance",TS10 4RF,e-tendering@uk-cpi.com,350000,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,2894.4757
520688-2021,Active,,United Kingdom,Birchwood,Containers for waste material,United Kingdom-Birchwood: Containers for waste material,520688-2021,13/10/2021,199,BIRCHWOOD,Sellafield Ltd (01002607),EN,UK,6 - Body governed by public law,-,08/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"44613800 - Containers for waste material09300000 - Electricity, heating, solar and nuclear energy09343000 - Radioactive materials09340000 - Nuclear fuels90520000 - Radioactive-, toxic-, medical- and hazardous waste services90521520 - Packaging of intermediate level nuclear waste44613000 - Large containers44613400 - Storage containers14622000 - Steel",UKD1,https://www.gov.uk/government/organisations/sellafield-ltd,Public procurement Directive 2014/24/EU,nan,53.42353815,-2.522304089656667,83895-2020,19/02/2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"The 2 Contracts are for the manufacture, testing, inspection and delivery of Hybrid 2 63 Can Racks to Sellafield Ltd. Hybrid 2 63 Can Racks are a high integrity, precision engineered, stainless steel, nuclear spent fuel containment system which will store spent fuel in the Thorp Receipt and Storage (TR&S) facility at Sellafield.",WA3 6GR,63.can.racks@sellafieldsites.com,44984818.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,372021.3199
520687-2021,Active,,United Kingdom,Hertford,Disposable gloves,United Kingdom-Hertford: Disposable gloves,520687-2021,13/10/2021,199,HERTFORD,Hertfordshire County Council,EN,UK,3 - Regional or local authority,-,08/10/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,18424300 - Disposable gloves18143000 - Protective gear,UKH23,www.hertfordshire.gov.uk,Public procurement Directive 2014/24/EU,nan,51.7957409,-0.078521,586865-2020,04/12/2020,08/01/2021,3 - Contract notice,Hertfordshire County Council,520687-2021,13/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
520686-2021,Active,,United Kingdom,Cardiff,Specialist vehicles,United Kingdom-Cardiff: Specialist vehicles,520686-2021,13/10/2021,199,CARDIFF,Cardiff Council,EN,UK,3 - Regional or local authority,-,08/10/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,34142200 - Skip loaders34144511 - Refuse-collection vehicles34136000 - Vans34114000 - Specialist vehicles,UKL22,www.cardiff.gov.uk,Public procurement Directive 2014/24/EU,nan,51.4816546,-3.1791934,285215-2020,18/06/2020,17/07/2020,3 - Contract notice,Cardiff Council,520686-2021,13/10/2021,nan,nan,nan,nan,nan,nan,The Council has awarded the replacement of its fleet of waste vehicles with new vehicles which were due to surpass their current economic life.Lot 1: Specialist Recycling Collection VehiclesLot 2: Hooklift VehiclesLot 3: Skip Lugger VehiclesLot 4: Box Vans Vehicles,CF10 4UW,corporateframeworks@cardiff.gov.uk,2500000,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,20674.8263
520685-2021,Active,,United Kingdom,Leeds,"Security, fire-fighting, police and defence equipment","United Kingdom-Leeds: Security, fire-fighting, police and defence equipment",520685-2021,13/10/2021,199,LEEDS,Leeds City Council,EN,UK,3 - Regional or local authority,-,08/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"35121000 - Security equipment35000000 - Security, fire-fighting, police and defence equipment44521120 - Electronic security lock",UKE42,http://www.leeds.gov.uk,Public procurement Directive 2014/24/EU,nan,53.7974185,-1.5437941,340762-2020,20/07/2020,17/08/2020,3 - Contract notice,Leeds City Council,520685-2021,13/10/2021,nan,nan,nan,nan,nan,nan,Supply and Delivery of Electronic Security Equipment,LS1 1UR,Calum.McIntyre@leeds.gov.uk,3000000,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,24809.7916
517883-2021,Active,,United Kingdom,London,Transport agency services,United Kingdom-London: Transport agency services,517883-2021,12/10/2021,198,LONDON,Transport for London,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,E - Concession award procedure,J - Concession award notice,Z - Not specified,9 - Not applicable,8 - Other,63521000 - Freight transport agency services63520000 - Transport agency services,UK,www.tfl.gov.uk,Concession contract Directive 2014/23/EU,nan,51.5073219,-0.1276474,574094-2020,27/11/2020,23/12/2020,H - Services concession,Transport for London,517883-2021,12/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
517882-2021,Active,,United Kingdom,Inverness,Time accounting or human resources software development services,United Kingdom-Inverness: Time accounting or human resources software development services,517882-2021,12/10/2021,198,INVERNESS,Highlands and Islands Airports Limited,EN,UK,4 - Utilities entity,-,07/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,79211110 - Payroll management services48450000 - Time accounting or human resources software package72212450 - Time accounting or human resources software development services,UKM6,http://www.hial.co.uk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,57.4790124,-4.225739,325234-2020,10/07/2020,14/08/2020,3 - Contract notice,Highlands and Islands Airports Ltd,517882-2021,12/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
517881-2021,Active,,United Kingdom,Perth,Transformer substation,United Kingdom-Perth: Transformer substation,517881-2021,12/10/2021,198,PERTH,Scottish Hydro Electric Transmission plc (SC213461),EN,UK,4 - Utilities entity,-,07/10/2021,1 - Works,4 - Negotiated procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45232221 - Transformer substation,UKM77,www.sse.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,56.3957679,-3.4335463,62557-2017,17/02/2017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
517880-2021,Active,,United Kingdom,London,Survey services,United Kingdom-London: Survey services,517880-2021,12/10/2021,198,LONDON,Care Quality Commission,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,79311210 - Telephone survey services79310000 - Market research services79311100 - Survey design services79320000 - Public-opinion polling services79311200 - Survey conduction services79311300 - Survey analysis services79315000 - Social research services79311000 - Survey services,UK,https://cqc.org.uk,Public procurement Directive 2014/24/EU,nan,51.5073219,-0.1276474,366499-2017,19/09/2017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
517879-2021,Active,,United Kingdom,London,Survey services,United Kingdom-London: Survey services,517879-2021,12/10/2021,198,LONDON,Care Quality Commission,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,79311210 - Telephone survey services79310000 - Market research services79311100 - Survey design services79320000 - Public-opinion polling services79311200 - Survey conduction services79311300 - Survey analysis services79315000 - Social research services79311000 - Survey services,UK,https://cqc.org.uk,Public procurement Directive 2014/24/EU,nan,51.5073219,-0.1276474,366499-2017,19/09/2017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
517878-2021,Active,,United Kingdom,London,Survey services,United Kingdom-London: Survey services,517878-2021,12/10/2021,198,LONDON,Care Quality Commission,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,79311210 - Telephone survey services79310000 - Market research services79311100 - Survey design services79320000 - Public-opinion polling services79311200 - Survey conduction services79311300 - Survey analysis services79315000 - Social research services79311000 - Survey services,UK,https://cqc.org.uk,Public procurement Directive 2014/24/EU,nan,51.5073219,-0.1276474,366499-2017,19/09/2017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
517877-2021,Active,,United Kingdom,Belfast,Traffic monitoring services,United Kingdom-Belfast: Traffic monitoring services,517877-2021,12/10/2021,198,BELFAST,Department for Infrastructure - Roads,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,63712710 - Traffic monitoring services,UKN,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,nan,54.5964411,-5.9302761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
517876-2021,Active,,United Kingdom,Manchester,Building-inspection services,United Kingdom-Manchester: Building-inspection services,517876-2021,12/10/2021,198,MANCHESTER,Procure Plus Holdings Limited,EN,UK,9 - Not applicable,-,07/10/2021,4 - Services,9 - Not applicable,K - Modification of a contract/concession during its term,9 - Not applicable,9 - Not applicable,9 - Not applicable,71315100 - Building-fabric consultancy services71315400 - Building-inspection services,UKUKCUKDUKD1UKEUKIUKJUKKUKL,http://www.procure-plus.com,Public procurement Directive 2014/24/EU,nan,53.4794892,-2.2451148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
517875-2021,Active,,United Kingdom,Durham,"Business services: law, marketing, consulting, recruitment, printing and security","United Kingdom-Durham: Business services: law, marketing, consulting, recruitment, printing and security",517875-2021,12/10/2021,198,DURHAM,Durham County Council,EN,UK,3 - Regional or local authority,-,07/10/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,4 - European Union,9 - Not applicable,9 - Not applicable,"79000000 - Business services: law, marketing, consulting, recruitment, printing and security",UKC,http://www.durham.gov.uk,Public procurement Directive 2014/24/EU,nan,54.666667,-1.75,368590-2016,21/10/2016,29/11/2016,3 - Contract notice,Durham County Council,114355-2017,28/03/2017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
517874-2021,Active,,United Kingdom,Newcastle,Business and management consultancy and related services,United Kingdom-Newcastle: Business and management consultancy and related services,517874-2021,12/10/2021,198,NEWCASTLE,Newcastle University,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,2 - Restricted procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"79000000 - Business services: law, marketing, consulting, recruitment, printing and security79400000 - Business and management consultancy and related services79410000 - Business and management consultancy services",UKC,https://www.ncl.ac.uk,Public procurement Directive 2014/24/EU,nan,54.9738474,-1.6131572,16574-2019,14/01/2019,18/02/2019,Y - Dynamic purchasing system,Newcastle University,492554-2019,18/10/2019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
