Tender,Company,Procurement,Notice,Location,Closing,Value,Date
NHSE888 - Central Lakes - Alternative Provider Medical Services,North Of England Commissioning Support,  Early engagement,  Open,  North West,   2 September 2022,Publication date 19 August 2022,None
Ad-Hoc Application Penetration Testing & IT Health Check (PSN) and Other Security Services,City of Bradford Metropolitan District Council,  Opportunity,  Open,  Yorkshire and the Humber,"  16 September 2022, 12pm","  £230,000 to £250,000",  19 August 2022
UKRI-2345 Regenerative DC Test Load,UK Research & Innovation,  Opportunity,  Open,  Any region,"  26 September 2022,  2pm","  £450,000",  19 August 2022
NUN - Insurance Programme 2023 -  2027,Nuneaton & Bedworth BC (NUN),  Opportunity,  Open,  CV11 5AA,"  30 September 2022, 12pm","  £0 to £2,750,000",  19 August 2022
Southern Construction Framework 5 (SCF-5),Hampshire County Council,  Opportunity,  Open,  SO23 8UL,"  13 October 2022,  2pm","  £4,000,000,000 to £4,500,000,000","  16 August 2022, last edited 19 August 2022"
Provision of Taxi Services,East Sussex Hospitals NHS Trust,  Opportunity,  Open,  South East,"  19 September 2022, 12pm","  £600,000",  19 August 2022
SLaM Angell Town School Works,South London and Maudsley NHS Foundation Trust,  Opportunity,  Open,  SW9 7HH,"   9 September 2022, 12pm","  £230,000",  19 August 2022
"PSPS on behalf of Boston Borough Council, East Lindsey District Council & South Holland District Council",Breckland District Council and South Holland District Council,  Opportunity,  Open,  PE11 2XE,"  16 September 2022,  5pm","  £20,000 to £55,000",  19 August 2022
Executive Leadership Coaching Programme,Essex Partnership University NHS Foundation Trust,  Opportunity,  Open,  East of England,"  19 September 2022, 12pm","  £120,000","  19 August 2022, last edited 19 August 2022"
Substance Misuse Medically Managed Inpatient Detoxification Service.,Hampshire County Council,  Opportunity,  Open,  SO23 8UL,"   1 September 2022,  2pm","  £6,000,000","  29 July 2022, last edited 19 August 2022"
NUN - Insurance Programme 2023 - 2027,Nuneaton & Bedworth BC (NUN),  Opportunity,  Open,  CV11 5AA,"  30 September 2022, 12:30pm","  £0 to £2,750,000","  19 August 2022, last edited 19 August 2022"
WCC - Kenilworth Town Council - Wayfinding Contractor Services,Warwickshire County Council (WCC),  Opportunity,  Open,  CV34 4RL,"  29 September 2022, 12pm","  £50,000 to £150,000",  19 August 2022
Air Compressors for Harwich Buoy Yard,Trinity House,  Opportunity,  Open,  East of England,"  31 October 2022, 12am","  £90,000",  19 August 2022
Mining Waste Operations Guidance Review,DEPARTMENT FOR ENVIRONMENT FOOD & RURAL AFFAIRS,  Opportunity,  Open,  United Kingdom,"  29 September 2022, 12am","  £15,000 to £20,000",  19 August 2022
Delivery and Analysis of the Wakefield District Population Health and Wellbeing Survey,Wakefield Council,  Opportunity,  Open,  Yorkshire and the Humber,"   9 September 2022, 12pm","  £0 to £100,000",  19 August 2022
703268450 - Multi Point Pressure Breathing Rig (MPPBR) - Contract Notice - DPQQ,Ministry of Defence,  Opportunity,  Open,  SG16 6DN,"  19 September 2022, 11:59pm","  £200,000",  19 August 2022
703966450 - DFAP/0050 - UK Agency Fuel Cards under CCS Framework RM6186,Ministry of Defence,  Opportunity,  Open,  Any region,"  15 September 2022, 12pm","  £938,000",  19 August 2022
Project Aristaeus - RFI,Ministry of Defence,  Early engagement,  Open,  Any region,  31 August 2022,"Publication date 17 August 2022, last edited 19 August 2022",None
CA10915 - PR7084 - RFL - Funeral Services,Royal Free London NHS Foundation Trust,  Opportunity,  Open,  NW3 2QG,"   9 September 2022, 12pm",  £0,"   1 August 2022, last edited 19 August 2022"
Tennis Court Refurbishment,MAYLAND PARISH COUNCIL,  Opportunity,  Open,  CM3 6AD,"  23 September 2022, 12pm","  £40,000","  16 August 2022, last edited 19 August 2022"
Cleaning Services Framework Agreement,ForHousing Limited,  Opportunity,  Open,  Any region,"  29 September 2022, 12pm","  £2,470,257",  19 August 2022
ID 5012619- Domiciliary Care Placement,Darlington Borough Council,  Opportunity,  Open,  England,"  16 September 2022, 12pm",  £0,  19 August 2022
Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways,London Borough of Haringey - Parks and Leisure,  Opportunity,  Open,  United Kingdom,"   6 September 2022, 10am",  £0,  19 August 2022
Hard Landscaping - Hard Landscaping - Parks,London Borough of Haringey - Parks and Leisure,  Opportunity,  Open,  United Kingdom,"  29 August 2022, 10am",  £0,  19 August 2022
Contract for Municipal Waste Haulage Service,Durham County Council,  Opportunity,  Open,  England,"  23 September 2022, 12pm","  £25,000,000",  19 August 2022
New Car Ferry for Lake Windermere,Cumbria County Council,  Opportunity,  Open,  England,"   6 September 2022, 12pm","  £5,000,000","  25 May 2022, last edited 19 August 2022"
SLaM Denis Hill Unit Seclusion Room Works,South London and Maudsley NHS Foundation Trust,  Opportunity,  Open,  BR3 3BX,"   2 September 2022, 12pm","  £500,000","  19 August 2022, last edited 19 August 2022"
"NHS SBS HEALTHCARE PLANNING, CONSTRUCTION CONSULTANCY AND ANCILLARY SERVICES (HPCCAS) SBS10190",NHS Shared Business Services,  Opportunity,  Open,  United Kingdom,"   9 December 2022, 12pm","  £1,600,000,000",  19 August 2022
Stanley Hall Switchgear Replacement at Pinderfields General Hospital,The Mid Yorkshire Hospitals NHS Trust,  Opportunity,  Open,  WF1 4DG,"   9 September 2022,  4pm",  £0,  19 August 2022
Barrow in Furness Alternative Provision Unit Access Road Design & Construction,Cumbria County Council,  Opportunity,  Open,  England,"  14 September 2022, 12pm","  £260,000","  10 August 2022, last edited 19 August 2022"
"M2223-09 Underpinning - Leigh on Sea, Essex",Southend-on-Sea Borough Council,  Opportunity,  Open,  England,"  16 September 2022, 12pm","  £30,000",  19 August 2022
Provision of External Audit Services for University of Cumbria,University of Cumbria,  Opportunity,  Open,  CA1 2HH,"  22 September 2022, 12pm",  £0,"  11 August 2022, last edited 19 August 2022"
A&E Department Ventilation Phase 3 & Pathology Air Handling Unit Upgrade,The Mid Yorkshire Hospitals NHS Trust,  Opportunity,  Open,  WF1 4DG,"   8 September 2022,  4pm",  £0,  19 August 2022
National Fire Chiefs Council: Direct Entry Fire Service Training Provisions,NATIONAL FIRE CHIEFS COUNCIL LIMITED,  Opportunity,  Open,  United Kingdom,"  19 September 2022, 12pm","  £100,000",  19 August 2022
390_22 Document Management Solutions,ESPO,  Future opportunity,  Open,  United Kingdom,Approach to market date  9 September 2022,"  £80,000,000","  24 May 2022, last edited 19 August 2022"
Endoscopy Equipment Testing Provider,Calderdale and Huddersfield Solutions LTD,  Opportunity,  Open,  HD3 3EA,"  19 September 2022, 10am",  £0,"  19 August 2022, last edited 19 August 2022"
PURCON 943 - APP Market Research Services,University of East Anglia,  Opportunity,  Open,  NR4 7TJ,"  23 September 2022, 12pm","  £1 to £150,000","  18 August 2022, last edited 19 August 2022"
704C_22 Procurement and Contract Management Support for Catering and Cleaning Services,Espo,  Future opportunity,  Open,  United Kingdom,Approach to market date  9 September 2022,"  £40,000","  16 June 2022, last edited 19 August 2022"
NHSE839 - General Dental Access Services for Berwick Upon Tweed,North Of England Commissioning Support,  Early engagement,  Open,  North East,   9 September 2022,Publication date 19 August 2022,None
Provision of Social Worker Academy Training Lot 2,Cafcass,  Opportunity,  Open,  England,"   9 September 2022,  4pm",  £0,  19 August 2022
A Framework Agreement for the Provision of Independent Fostering Agency (IFA) Services,SOUTHAMPTON CITY COUNCIL,  Opportunity,  Open,"  South East, South West, Wales","   2 September 2022, 12pm","  £400,000,000 to £750,000,000","  28 July 2021, last edited 19 August 2022"
Provision of Autism Support Services in Enfield,London Borough of Enfield,  Early engagement,  Open,  United Kingdom,  12 September 2022,Publication date 19 August 2022,None
Human Resources Information System,Platform Housing Limited,  Opportunity,  Open,  West Midlands,"  19 September 2022, 12pm","  £650,000",  19 August 2022
SLaM Cold Water Storage Tank Replacement Works,South London and Maudsley NHS Foundation Trust,  Opportunity,  Open,  BR3 3BX,"  16 September 2022, 12pm","  £200,000",  19 August 2022
NWFRS Translation Services (Welsh/English),Police and Crime Commissioner for North Wales Police & North Wales Police,  Opportunity,  Open,  Wales,"   9 September 2022,  2pm","  £0 to £144,000",  19 August 2022
PR122022-Electoral Printing Services,Exeter City Council,  Opportunity,  Open,  England,"  30 September 2022, 12pm","  £300,000",  19 August 2022
CA10843 - Dixons Academies Trust - Repair and Resurface of the Entrance Road & Footpaths at Cottingley Academy,Dixons Academies Charitable Trust Ltd,  Opportunity,  Open,  BD5 7RR,"   2 September 2022, 12pm",  £0,"  25 July 2022, last edited 19 August 2022"
Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways,London Borough of Haringey - Parks and Leisure,  Opportunity,  Open,  United Kingdom,"   5 September 2022, 10am",  £0,  19 August 2022
"GB-Middlesbrough: SME InnovaTIon Accelerator (TIA), ERDF funded",Teesside University,  Opportunity,  Open,  North East,"   2 September 2022,  5pm","  £25,000 to £50,000",  19 August 2022
Business Ready Growth Specialist 2022/09,UNIVERSITY OF WARWICK SCIENCE PARK LIMITED,  Opportunity,  Open,  West Midlands,"   1 September 2022,  3pm","  £42,600 to £160,000","  19 August 2022, last edited 19 August 2022"
Decision Support Tools - Supplier Event,Highways England,  Early engagement,  Open,  Any region,  14 September 2022,Publication date 19 August 2022,None
Digital Identity Service Provider (IDSP),Cantium Business Solutions Ltd,  Opportunity,  Open,  United Kingdom,"  20 September 2022, 12pm","  £1 to £100,000,000",  19 August 2022
CBC-1426-T-TS Fire Alarms and Fire Fighting Equipment,Central Bedfordshire Council,  Opportunity,  Open,  SG17 5TQ,"  21 September 2022, 12pm",  £0,  19 August 2022
Demolition of Holden Lane Working Mens Club,Stoke-on-Trent City Council,  Opportunity,  Open,  England,"  16 September 2022, 12pm","  £80,000",  19 August 2022
Science Festival Evaluations 2022-2025,Science Museum Group,  Opportunity,  Open,  SW7 2DD,"   9 September 2022,  5pm","  £24,000",  19 August 2022
Diabetic Eye Screening Programme,North Of England Commissioning Support,  Opportunity,  Open,"  North East, Yorkshire and the Humber","  29 September 2022, 12pm","  £1,605,803",  19 August 2022
Oasis Restore Secure School - Integrated Health and Emotional Wellbeing service,NHS England,  Early engagement,  Open,  South East,   9 September 2022,Publication date 19 August 2022,None
SLaM Engineering Inspection - ST22-P041,South London and Maudsley NHS Foundation Trust,  Opportunity,  Open,  BR3 3BX,"   9 September 2022, 12pm","  £60,000",  19 August 2022
North East Area Magnesian Limestone Conceptual Model and Source Protection Zone Updates,Defra Network eTendering Portal,  Opportunity,  Open,  Any region,"  15 September 2022,  5pm",  £0,  19 August 2022
England Green Infrastructure Mapping Database - Spatial Environmental Data Update,Natural England,  Opportunity,  Open,  United Kingdom,"  16 September 2022,  5pm","  £10,000 to £25,000",  19 August 2022
NECS442,North Of England Commissioning Support,  Early engagement,  Open,  North East,   2 September 2022,Publication date 19 August 2022,None
SADC - 2201052 - Electrical Periodic Tests & Rewiring of Electrical Installations - August 2022,St Albans City & District Council,  Opportunity,  Open,  AL1 3JE,"  26 September 2022,  5pm",  £0,"  19 August 2022, last edited 19 August 2022"
Provision of a Smart Grid and Transmission Line Test Rig(s) for the University of Sunderland,University of Sunderland,  Opportunity,  Open,  SR1 3SD,"   2 September 2022, 12pm","  £0 to £100,000",  19 August 2022
Eastlea Community School Catering Tender,Citation Consulting Ltd,  Opportunity,  Open,  E16 4NP,"   2 September 2022,  1pm","  £750,000 to £800,000","   8 July 2022, last edited 19 August 2022"
West Bromwich Central Library,Sandwell Metropolitan Borough Council,  Opportunity,  Open,  B69 3DE,"  12 September 2022,  5pm",  £0,"  19 August 2022, last edited 19 August 2022"
3 yr maintenance service preventative cover for AC1200 Compressors Cattani,King's College Trust,  Opportunity,  Open,  DA14 6LT,"  26 August 2022, 12pm","  £37,819.99",  19 August 2022
3 yr maintenance service preventative cover 13x dental chairs,King's College Trust,  Opportunity,  Open,  DA14 6LT,"  26 August 2022, 12pm","  £33,870",  19 August 2022
"P0980 - Afghan Refugee Resettlement Schemes: Provision of orientation, accommodation and support services for Year 1",Birmingham City Council,  Opportunity,  Open,  B4 7WB,"  20 September 2022, 12pm",  £0,  19 August 2022
UKSA22_0017 - Disaster Charter Strategic Support Contract,"Department for Business, Energy & Industrial Strategy",  Opportunity,  Open,  SN2 1SZ,"  22 September 2022,  2pm","  £0 to £440,000",  18 August 2022
Community Anticoagulation Services - Bromley,N E L COMMISSIONING SUPPORT UNIT,  Early engagement,  Open,  London,   5 September 2022,Publication date 18 August 2022,None
COM/5407/2022 Gardening Services for the British Consulate Residence in San Francisco,Foreign Commonwealth and Development Office,  Opportunity,  Open,  Any region,"  24 August 2022, 11:59pm",  £0,  18 August 2022
RHP Grounds Maintenance,Echelon Consultancy Ltd,  Opportunity,  Open,  TW11 8GT,"  19 September 2022, 12pm","  £950,000 to £1,000,000",  18 August 2022
"PIN for the Provision of a Special Allocation Scheme for NHS Bristol, North Somerset, and South Gloucestershire Integrated Care Board","NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",  Early engagement,  Open,  South West,  19 September 2022,"Publication date 18 August 2022, last edited 18 August 2022",None
Leading in the 21st Century - Inclusive Leadership,The Education and Training Foundation,  Opportunity,  Open,  Any region,"  12 September 2022, 12pm","  £364,026 to £389,026",  18 August 2022
MEP installation for a district heating network end user interface,Eden Geothermal Ltd,  Opportunity,  Open,  South West,"   8 September 2022,  4pm","  £140,000 to £190,000",  18 August 2022
